name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu	distance	namespace	members_Overlap	members_Overlap_keggid	members_Anno_keggid	members_Anno
Glycolysis / Gluconeogenesis	98	4	3.56	2.76	0.0049	0.031	3.88	0.999	10.9	1	Customised	Pyruvate, alpha-D-Glucose, GAPDH, PDHA1	C00022, C00267, GAPDH, PDHA1	ACSS1, ACSS2, ADH1A, ADH1B, ADH1C, ADH4, ADH5, ADH6, ADH7, ADPGK, AKR1A1, ALDH1B1, ALDH2, ALDH3A1, ALDH3A2, ALDH3B1, ALDH3B2, ALDH7A1, ALDH9A1, ALDOA, ALDOB, ALDOC, BPGM, C00022, C00024, C00031, C00033, C00036, C00068, C00074, C00084, C00103, C00111, C00118, C00186, C00197, C00221, C00236, C00267, C00469, C00631, C00668, C01159, C01172, C01451, C05125, C05345, C05378, C06186, C06187, C06188, C15972, C15973, C16255, DLAT, DLD, ENO1, ENO2, ENO3, ENO4, FBP1, FBP2, G6PC1, G6PC2, G6PC3, GALM, GAPDH, GAPDHS, GCK, GPI, HK1, HK2, HK3, HKDC1, LDHA, LDHAL6A, LDHAL6B, LDHB, LDHC, MINPP1, PCK1, PCK2, PDHA1, PDHA2, PDHB, PFKL, PFKM, PFKP, PGAM1, PGAM2, PGAM4, PGK1, PGK2, PGM1, PGM2, PKLR, PKM, TPI1	ACSS1, ACSS2, ADH1A, ADH1B, ADH1C, ADH4, ADH5, ADH6, ADH7, ADPGK, AKR1A1, ALDH1B1, ALDH2, ALDH3A1, ALDH3A2, ALDH3B1, ALDH3B2, ALDH7A1, ALDH9A1, ALDOA, ALDOB, ALDOC, BPGM, Pyruvate, Acetyl-CoA, D-Glucose, Acetate, Oxaloacetate, Thiamin diphosphate, Phosphoenolpyruvate, Acetaldehyde, D-Glucose 1-phosphate, Glycerone phosphate, D-Glyceraldehyde 3-phosphate, (S)-Lactate, 3-Phospho-D-glycerate, beta-D-Glucose, 3-Phospho-D-glyceroyl phosphate, alpha-D-Glucose, Ethanol, 2-Phospho-D-glycerate, alpha-D-Glucose 6-phosphate, 2,3-Bisphospho-D-glycerate, beta-D-Glucose 6-phosphate, Salicin, 2-(alpha-Hydroxyethyl)thiamine diphosphate, beta-D-Fructose 6-phosphate, beta-D-Fructose 1,6-bisphosphate, Arbutin, Arbutin 6-phosphate, Salicin 6-phosphate, Enzyme N6-(lipoyl)lysine, Enzyme N6-(dihydrolipoyl)lysine, [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine, DLAT, DLD, ENO1, ENO2, ENO3, ENO4, FBP1, FBP2, G6PC1, G6PC2, G6PC3, GALM, GAPDH, GAPDHS, GCK, GPI, HK1, HK2, HK3, HKDC1, LDHA, LDHAL6A, LDHAL6B, LDHB, LDHC, MINPP1, PCK1, PCK2, PDHA1, PDHA2, PDHB, PFKL, PFKM, PFKP, PGAM1, PGAM2, PGAM4, PGK1, PGK2, PGM1, PGM2, PKLR, PKM, TPI1
Glyoxylate and dicarboxylate metabolism	94	3	2.79	1.88	0.022	0.077	2.95	0.579	9.4	1	Customised	Pyruvate, L-Glutamate, GLDC	C00022, C00025, GLDC	ACAT1, ACAT2, ACO1, ACO2, ACSS1, ACSS2, AFMID, AGXT, AMT, C00007, C00011, C00014, C00022, C00024, C00025, C00026, C00027, C00033, C00036, C00037, C00042, C00048, C00058, C00064, C00065, C00091, C00100, C00111, C00136, C00149, C00158, C00160, C00168, C00197, C00209, C00258, C00266, C00311, C00313, C00332, C00417, C00552, C00631, C00683, C00798, C00877, C00888, C00898, C00975, C00988, C01127, C01146, C01182, C01213, C01380, C01732, C01989, C01990, C02123, C02405, C03217, C03459, C03548, C03561, C03618, C04348, C06027, C06028, C06049, C18026, C18324, C20238, C22337, CAT, CS, DLD, GCSH, GLDC, GLUL, GLYCTK, GRHPR, HAO1, HAO2, HOGA1, HYI, MCEE, MDH1, MDH2, MMUT, PCCA, PCCB, PGP, SHMT1, SHMT2	ACAT1, ACAT2, ACO1, ACO2, ACSS1, ACSS2, AFMID, AGXT, AMT, Oxygen, CO2, Ammonia, Pyruvate, Acetyl-CoA, L-Glutamate, 2-Oxoglutarate, Hydrogen peroxide, Acetate, Oxaloacetate, Glycine, Succinate, Glyoxylate, Formate, L-Glutamine, L-Serine, Succinyl-CoA, Propanoyl-CoA, Glycerone phosphate, Butanoyl-CoA, (S)-Malate, Citrate, Glycolate, Hydroxypyruvate, 3-Phospho-D-glycerate, Oxalate, D-Glycerate, Glycolaldehyde, Isocitrate, Oxalyl-CoA, Acetoacetyl-CoA, cis-Aconitate, meso-Tartaric acid, 2-Phospho-D-glycerate, (S)-Methylmalonyl-CoA, Formyl-CoA, Crotonoyl-CoA, Pentanoyl-CoA, (R,R)-Tartaric acid, Dihydroxyfumarate, 2-Phosphoglycolate, 4-Hydroxy-2-oxoglutarate, 2-Hydroxy-3-oxopropanoate, D-Ribulose 1,5-bisphosphate, (R)-Methylmalonyl-CoA, Ethylene glycol, Mesaconate, 3-Ethylmalate, 3-Oxalomalate, 3-Propylmalate, Formyl phosphate, 2-Hydroxy-3-oxoadipate, 2-Hydroxy-3-oxosuccinate, trans-2,3-Epoxysuccinate, (R)-3-Hydroxybutanoyl-CoA, L-threo-3-Methylaspartate, L-Malyl-CoA, L-erythro-3-Methylmalyl-CoA, 2-Methylfumaryl-CoA, N-Formylderivatives, (2S)-Ethylmalonyl-CoA, (2S)-Methylsuccinyl-CoA, (2R)-Ethylmalonyl-CoA, D-Ribulose 1-phosphate, CAT, CS, DLD, GCSH, GLDC, GLUL, GLYCTK, GRHPR, HAO1, HAO2, HOGA1, HYI, MCEE, MDH1, MDH2, MMUT, PCCA, PCCB, PGP, SHMT1, SHMT2
Histidine metabolism	69	2	2.53	1.38	0.044	0.11	2.64	0.305	10.4	1	Customised	L-Glutamate, MAOA	C00025, MAOA	ALDH1B1, ALDH2, ALDH3A1, ALDH3A2, ALDH3B1, ALDH3B2, ALDH7A1, ALDH9A1, AMDHD1, AOC1, ASPA, C00025, C00026, C00049, C00119, C00135, C00386, C00388, C00439, C00785, C00860, C01044, C01045, C01100, C01152, C01262, C01267, C01929, C02739, C02741, C02835, C03277, C03409, C03680, C04437, C04666, C04677, C04896, C04916, C05127, C05130, C05131, C05133, C05135, C05565, C05568, C05570, C05571, C05572, C05575, C05827, C05828, C05829, C16673, C16674, C20522, C20994, C20995, CARNMT1, CARNS1, CNDP1, CNDP2, FTCD, HAL, HDC, HNMT, MAOA, MAOB, UROC1	ALDH1B1, ALDH2, ALDH3A1, ALDH3A2, ALDH3B1, ALDH3B2, ALDH7A1, ALDH9A1, AMDHD1, AOC1, ASPA, L-Glutamate, 2-Oxoglutarate, L-Aspartate, 5-Phospho-alpha-D-ribose 1-diphosphate, L-Histidine, Carnosine, Histamine, N-Formimino-L-glutamate, Urocanate, L-Histidinol, N-Formyl-L-aspartate, N-Formyl-L-glutamate, L-Histidinol phosphate, N(pi)-Methyl-L-histidine, beta-Alanyl-N(pi)-methyl-L-histidine, 3-(Imidazol-4-yl)-2-oxopropyl phosphate, L-Histidinal, 1-(5-Phospho-D-ribosyl)-ATP, Phosphoribosyl-AMP, Imidazole-4-acetate, Imidazol-5-yl-pyruvate, N-Formimino-L-aspartate, 4-Imidazolone-5-propanoate, 1-(5-Phosphoribosyl)imidazole-4-acetate, D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate, 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide, 5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide, N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide, N-Methylhistamine, Imidazole-4-acetaldehyde, (1-Ribosylimidazole)-4-acetate, 4-Imidazolone-5-acetate, 4-(beta-Acetylaminoethyl)imidazole, Hydantoin-5-propionate, Imidazole lactate, Ergothioneine, Thiourocanic acid, 4-Oxoglutaramate, Hercynine, Methylimidazole acetaldehyde, Methylimidazoleacetic acid, N-Carbamyl-L-glutamate, Isoglutamine, Formylisoglutamine, Dihydrourocanate, S-(Hercyn-2-yl)-L-cysteine S-oxide, gamma-L-Glutamyl-S-(hercyn-2-yl)-L-cysteine S-oxide, CARNMT1, CARNS1, CNDP1, CNDP2, FTCD, HAL, HDC, HNMT, MAOA, MAOB, UROC1
Nitrogen metabolism	36	3	7.28	4.07	0.00069	0.012	8.24	1.57	27.6	1	Customised	L-Glutamate, CPS1, GLUD1	C00025, CPS1, GLUD1	C00011, C00014, C00025, C00058, C00064, C00088, C00169, C00192, C00244, C00288, C00488, C00533, C00697, C00726, C00887, C01417, C01563, C05361, C06058, CA1, CA12, CA13, CA14, CA2, CA3, CA4, CA5A, CA5B, CA6, CA7, CA8, CA9, CPS1, GLUD1, GLUD2, GLUL	CO2, Ammonia, L-Glutamate, Formate, L-Glutamine, Nitrite, Carbamoyl phosphate, Hydroxylamine, Nitrate, HCO3-, Formamide, Nitric oxide, Nitrogen, Nitrile, Nitrous oxide, Cyanate, Carbamate, Hydrazine, Nitroalkane, CA1, CA12, CA13, CA14, CA2, CA3, CA4, CA5A, CA5B, CA6, CA7, CA8, CA9, CPS1, GLUD1, GLUD2, GLUL
Other types of O-glycan biosynthesis	47	2	3.72	2.01	0.016	0.068	3.94	0.452	15.8	1	Customised	GALNT15, PLOD3	GALNT15, PLOD3	B3GLCT, B4GALT1, B4GALT2, B4GALT3, C1GALT1, C1GALT1C1, C1GALT1C1L, COLGALT1, COLGALT2, EOGT, GALNT1, GALNT10, GALNT11, GALNT12, GALNT13, GALNT14, GALNT15, GALNT16, GALNT17, GALNT18, GALNT2, GALNT3, GALNT4, GALNT5, GALNT6, GALNT7, GALNT8, GALNT9, GALNTL5, GALNTL6, GXYLT1, GXYLT2, LFNG, MFNG, OGT, PLOD3, POC1B-GALNT4, POFUT1, POFUT2, POGLUT1, POMT1, POMT2, RFNG, ST3GAL3, ST6GAL1, ST6GAL2, XXYLT1	B3GLCT, B4GALT1, B4GALT2, B4GALT3, C1GALT1, C1GALT1C1, C1GALT1C1L, COLGALT1, COLGALT2, EOGT, GALNT1, GALNT10, GALNT11, GALNT12, GALNT13, GALNT14, GALNT15, GALNT16, GALNT17, GALNT18, GALNT2, GALNT3, GALNT4, GALNT5, GALNT6, GALNT7, GALNT8, GALNT9, GALNTL5, GALNTL6, GXYLT1, GXYLT2, LFNG, MFNG, OGT, PLOD3, POC1B-GALNT4, POFUT1, POFUT2, POGLUT1, POMT1, POMT2, RFNG, ST3GAL3, ST6GAL1, ST6GAL2, XXYLT1
Oxidative phosphorylation	150	4	2.33	1.78	0.028	0.093	2.47	0.64	6.87	1	Customised	ATP5F1C, NADH, ADP, Diphosphate	ATP5F1C, C00004, C00008, C00013	ATP12A, ATP4A, ATP4B, ATP5F1A, ATP5F1B, ATP5F1C, ATP5F1D, ATP5F1E, ATP5MC1, ATP5MC2, ATP5MC3, ATP5ME, ATP5MF, ATP5MG, ATP5PB, ATP5PD, ATP5PF, ATP5PO, ATP6, ATP6AP1, ATP6V0A1, ATP6V0A2, ATP6V0A4, ATP6V0B, ATP6V0C, ATP6V0D1, ATP6V0D2, ATP6V0E1, ATP6V0E2, ATP6V1A, ATP6V1B1, ATP6V1B2, ATP6V1C1, ATP6V1C2, ATP6V1D, ATP6V1E1, ATP6V1E2, ATP6V1F, ATP6V1G1, ATP6V1G2, ATP6V1G3, ATP6V1H, ATP8, C00001, C00002, C00003, C00004, C00007, C00008, C00009, C00013, C00042, C00061, C00080, C00122, C00390, C00399, C00524, C00536, COX1, COX10, COX11, COX15, COX17, COX2, COX3, COX4I1, COX4I2, COX5A, COX5B, COX6A1, COX6A2, COX6B1, COX6B2, COX6C, COX7A1, COX7A2, COX7A2L, COX7B, COX7B2, COX7C, COX8A, COX8C, CYC1, CYCS, CYTB, LHPP, ND1, ND2, ND3, ND4, ND4L, ND5, ND6, NDUFA1, NDUFA10, NDUFA11, NDUFA12, NDUFA13, NDUFA2, NDUFA3, NDUFA4, NDUFA4L2, NDUFA5, NDUFA6, NDUFA7, NDUFA8, NDUFA9, NDUFAB1, NDUFB1, NDUFB10, NDUFB11, NDUFB2, NDUFB3, NDUFB4, NDUFB5, NDUFB6, NDUFB7, NDUFB8, NDUFB9, NDUFC1, NDUFC2, NDUFC2-KCTD14, NDUFS1, NDUFS2, NDUFS3, NDUFS4, NDUFS5, NDUFS6, NDUFS7, NDUFS8, NDUFV1, NDUFV2, NDUFV3, PPA1, PPA2, SDHA, SDHB, SDHC, SDHD, TCIRG1, UQCR10, UQCR11, UQCRB, UQCRC1, UQCRC2, UQCRFS1, UQCRH, UQCRHL, UQCRQ	ATP12A, ATP4A, ATP4B, ATP5F1A, ATP5F1B, ATP5F1C, ATP5F1D, ATP5F1E, ATP5MC1, ATP5MC2, ATP5MC3, ATP5ME, ATP5MF, ATP5MG, ATP5PB, ATP5PD, ATP5PF, ATP5PO, ATP6, ATP6AP1, ATP6V0A1, ATP6V0A2, ATP6V0A4, ATP6V0B, ATP6V0C, ATP6V0D1, ATP6V0D2, ATP6V0E1, ATP6V0E2, ATP6V1A, ATP6V1B1, ATP6V1B2, ATP6V1C1, ATP6V1C2, ATP6V1D, ATP6V1E1, ATP6V1E2, ATP6V1F, ATP6V1G1, ATP6V1G2, ATP6V1G3, ATP6V1H, ATP8, H2O, ATP, NAD+, NADH, Oxygen, ADP, Orthophosphate, Diphosphate, Succinate, FMN, H+, Fumarate, Ubiquinol, Ubiquinone, Cytochrome c, Triphosphate, COX1, COX10, COX11, COX15, COX17, COX2, COX3, COX4I1, COX4I2, COX5A, COX5B, COX6A1, COX6A2, COX6B1, COX6B2, COX6C, COX7A1, COX7A2, COX7A2L, COX7B, COX7B2, COX7C, COX8A, COX8C, CYC1, CYCS, CYTB, LHPP, ND1, ND2, ND3, ND4, ND4L, ND5, ND6, NDUFA1, NDUFA10, NDUFA11, NDUFA12, NDUFA13, NDUFA2, NDUFA3, NDUFA4, NDUFA4L2, NDUFA5, NDUFA6, NDUFA7, NDUFA8, NDUFA9, NDUFAB1, NDUFB1, NDUFB10, NDUFB11, NDUFB2, NDUFB3, NDUFB4, NDUFB5, NDUFB6, NDUFB7, NDUFB8, NDUFB9, NDUFC1, NDUFC2, NDUFC2-KCTD14, NDUFS1, NDUFS2, NDUFS3, NDUFS4, NDUFS5, NDUFS6, NDUFS7, NDUFS8, NDUFV1, NDUFV2, NDUFV3, PPA1, PPA2, SDHA, SDHB, SDHC, SDHD, TCIRG1, UQCR10, UQCR11, UQCRB, UQCRC1, UQCRC2, UQCRFS1, UQCRH, UQCRHL, UQCRQ
Pantothenate and CoA biosynthesis	51	3	5.14	3.2	0.0026	0.02	5.65	1.09	18.5	1	Customised	CoA, Pyruvate, Uracil	C00010, C00022, C00106	AASDHPPT, ALDH1B1, ALDH2, ALDH3A2, BCAT1, BCAT2, C00010, C00022, C00049, C00054, C00097, C00099, C00106, C00141, C00183, C00229, C00429, C00522, C00750, C00831, C00864, C00882, C00966, C01053, C01088, C01134, C02642, C03492, C03688, C04079, C04272, C04352, C05665, C05944, C06010, C18911, COASY, CSAD, DPYD, DPYS, ENPP1, ENPP3, GADL1, PANK1, PANK2, PANK3, PPCDC, PPCS, UPB1, VNN1, VNN2	AASDHPPT, ALDH1B1, ALDH2, ALDH3A2, BCAT1, BCAT2, CoA, Pyruvate, L-Aspartate, Adenosine 3',5'-bisphosphate, L-Cysteine, beta-Alanine, Uracil, 3-Methyl-2-oxobutanoic acid, L-Valine, Acyl-carrier protein, 5,6-Dihydrouracil, (R)-Pantoate, Spermine, Pantetheine, Pantothenate, Dephospho-CoA, 2-Dehydropantoate, (R)-4-Dehydropantoate, (R)-3,3-Dimethylmalate, Pantetheine 4'-phosphate, 3-Ureidopropionate, D-4'-Phosphopantothenate, Apo-[acyl-carrier-protein], N-((R)-Pantothenoyl)-L-cysteine, (R)-2,3-Dihydroxy-3-methylbutanoate, (R)-4'-Phosphopantothenoyl-L-cysteine, 3-Aminopropanal, Pantothenol, (S)-2-Acetolactate, (R)-4-Phosphopantoate, COASY, CSAD, DPYD, DPYS, ENPP1, ENPP3, GADL1, PANK1, PANK2, PANK3, PPCDC, PPCS, UPB1, VNN1, VNN2
Pentose phosphate pathway	66	2	2.65	1.45	0.039	0.11	2.76	0.319	10.9	1	Customised	Pyruvate, H6PD	C00022, H6PD	ALDOA, ALDOB, ALDOC, C00022, C00031, C00117, C00118, C00119, C00121, C00197, C00198, C00199, C00204, C00221, C00231, C00257, C00258, C00279, C00345, C00577, C00620, C00631, C00668, C00672, C00673, C01151, C01172, C01182, C01218, C01236, C01801, C03752, C04442, C05345, C05378, C05382, C06019, C06473, C20589, DERA, FBP1, FBP2, G6PD, GLYCTK, GPI, H6PD, IDNK, PFKL, PFKM, PFKP, PGD, PGLS, PGM1, PGM2, PRPS1, PRPS1L1, PRPS2, RBKS, RGN, RPE, RPEL1, RPIA, TALDO1, TKT, TKTL1, TKTL2	ALDOA, ALDOB, ALDOC, Pyruvate, D-Glucose, D-Ribose 5-phosphate, D-Glyceraldehyde 3-phosphate, 5-Phospho-alpha-D-ribose 1-diphosphate, D-Ribose, 3-Phospho-D-glycerate, D-Glucono-1,5-lactone, D-Ribulose 5-phosphate, 2-Dehydro-3-deoxy-D-gluconate, beta-D-Glucose, D-Xylulose 5-phosphate, D-Gluconic acid, D-Glycerate, D-Erythrose 4-phosphate, 6-Phospho-D-gluconate, D-Glyceraldehyde, alpha-D-Ribose 1-phosphate, 2-Phospho-D-glycerate, alpha-D-Glucose 6-phosphate, 2-Deoxy-D-ribose 1-phosphate, 2-Deoxy-D-ribose 5-phosphate, D-Ribose 1,5-bisphosphate, beta-D-Glucose 6-phosphate, D-Ribulose 1,5-bisphosphate, 6-Phospho-2-dehydro-D-gluconate, D-Glucono-1,5-lactone 6-phosphate, Deoxyribose, 2-Amino-2-deoxy-D-gluconate, 2-Dehydro-3-deoxy-6-phospho-D-gluconate, beta-D-Fructose 6-phosphate, beta-D-Fructose 1,6-bisphosphate, Sedoheptulose 7-phosphate, D-arabino-Hex-3-ulose 6-phosphate, 2-Keto-D-gluconic acid, D-Glucosaminate-6-phosphate, DERA, FBP1, FBP2, G6PD, GLYCTK, GPI, H6PD, IDNK, PFKL, PFKM, PFKP, PGD, PGLS, PGM1, PGM2, PRPS1, PRPS1L1, PRPS2, RBKS, RGN, RPE, RPEL1, RPIA, TALDO1, TKT, TKTL1, TKTL2
Phenylalanine metabolism	65	2	2.69	1.47	0.038	0.11	2.81	0.324	11.1	1	Customised	Pyruvate, MAOA	C00022, MAOA	ALDH3A1, ALDH3B1, ALDH3B2, AOC2, AOC3, C00022, C00024, C00042, C00079, C00082, C00084, C00091, C00122, C00166, C00423, C00512, C00582, C00596, C00601, C00642, C01198, C01772, C02137, C02232, C02265, C02505, C02763, C03519, C03589, C04044, C04148, C04479, C05332, C05593, C05598, C05607, C05629, C05852, C05853, C06207, C07086, C11457, C11588, C12621, C12622, C12623, C12624, C14144, C14145, C15524, C19945, C19946, C19975, C20062, DDC, GOT1, GOT1L1, GOT2, HPD, IL4I1, MAOA, MAOB, MIF, PAH, TAT	ALDH3A1, ALDH3B1, ALDH3B2, AOC2, AOC3, Pyruvate, Acetyl-CoA, Succinate, L-Phenylalanine, L-Tyrosine, Acetaldehyde, Succinyl-CoA, Fumarate, Phenylpyruvate, trans-Cinnamate, Benzoyl-CoA, Phenylacetyl-CoA, 2-Hydroxy-2,4-pentadienoate, Phenylacetaldehyde, 4-Hydroxyphenylacetate, 3-(2-Hydroxyphenyl)propanoate, trans-2-Hydroxycinnamate, alpha-Oxo-benzeneacetic acid, 3-Oxoadipyl-CoA, D-Phenylalanine, 2-Phenylacetamide, 2-Hydroxy-3-phenylpropenoate, N-Acetyl-L-phenylalanine, 4-Hydroxy-2-oxopentanoate, 3-(2,3-Dihydroxyphenyl)propanoate, Phenylacetylglutamine, 2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate, Phenethylamine, 3-Hydroxyphenylacetate, Phenylacetylglycine, Phenyllactate, Phenylpropanoate, 2-Hydroxyphenylacetate, Phenylethyl alcohol, 2,6-Dihydroxyphenylacetate, Phenylacetic acid, 3-(3-Hydroxyphenyl)propanoic acid, cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol, trans-3-Hydroxycinnamate, cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol, trans-2,3-Dihydroxycinnamate, 2-Hydroxy-6-ketononatrienedioate, 5-Carboxy-2-pentenoyl-CoA, (3S)-3-Hydroxyadipyl-CoA, Phenylglyoxylyl-CoA, 3-Oxo-5,6-dehydrosuberyl-CoA, 3-Oxo-5,6-dehydrosuberyl-CoA semialdehyde, 2-Oxepin-2(3H)-ylideneacetyl-CoA, 2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA, DDC, GOT1, GOT1L1, GOT2, HPD, IL4I1, MAOA, MAOB, MIF, PAH, TAT
Propanoate metabolism	72	2	2.43	1.31	0.049	0.12	2.52	0.292	9.92	1	Customised	ABAT, ACACB	ABAT, ACACB	ABAT, ACACA, ACACB, ACADS, ACOX1, ACOX3, ACSS1, ACSS2, ACSS3, ALDH6A1, BCKDHA, BCKDHB, C00024, C00042, C00068, C00083, C00091, C00099, C00100, C00109, C00111, C00163, C00186, C00222, C00424, C00479, C00546, C00583, C00683, C00804, C00827, C00894, C01013, C01213, C02170, C02225, C02335, C02876, C04225, C04593, C05235, C05668, C05979, C05983, C05984, C05989, C06002, C15972, C15973, C21017, C21018, C21250, DBT, DLD, ECHDC1, ECHS1, EHHADH, HADHA, HIBCH, LDHA, LDHAL6A, LDHAL6B, LDHB, LDHC, MCEE, MLYCD, MMUT, PCCA, PCCB, SUCLA2, SUCLG1, SUCLG2	ABAT, ACACA, ACACB, ACADS, ACOX1, ACOX3, ACSS1, ACSS2, ACSS3, ALDH6A1, BCKDHA, BCKDHB, Acetyl-CoA, Succinate, Thiamin diphosphate, Malonyl-CoA, Succinyl-CoA, beta-Alanine, Propanoyl-CoA, 2-Oxobutanoate, Glycerone phosphate, Propanoate, (S)-Lactate, 3-Oxopropanoate, (S)-Lactaldehyde, Propanal, Methylglyoxal, Propane-1,2-diol, (S)-Methylmalonyl-CoA, Propynoate, Lactoyl-CoA, Propenoyl-CoA, 3-Hydroxypropanoate, (R)-Methylmalonyl-CoA, Methylmalonate, 2-Methylcitrate, beta-Alanyl-CoA, Propanoyl phosphate, (Z)-But-2-ene-1,2,3-tricarboxylate, (2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate, Hydroxyacetone, 3-Hydroxypropionyl-CoA, Propane-1-ol, Propionyladenylate, 2-Hydroxybutanoic acid, 3-Oxopropionyl-CoA, (S)-Methylmalonate semialdehyde, Enzyme N6-(lipoyl)lysine, Enzyme N6-(dihydrolipoyl)lysine, 2-(alpha-Hydroxypropyl)thiamine diphosphate, Enzyme N6-(S-propyldihydrolipoyl)lysine, 2-Methyl-trans-aconitate, DBT, DLD, ECHDC1, ECHS1, EHHADH, HADHA, HIBCH, LDHA, LDHAL6A, LDHAL6B, LDHB, LDHC, MCEE, MLYCD, MMUT, PCCA, PCCB, SUCLA2, SUCLG1, SUCLG2
