name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu	distance	namespace	members_Overlap	members_Overlap_keggid	members_Anno_keggid	members_Anno
Glycerophospholipid metabolism	56	1	4.53	1.68	0.019	0.067	4.92	0.112	35	1	Customised	L-Serine	C00065	C00040, C00065, C00084, C00093, C00111, C00114, C00157, C00189, C00269, C00307, C00344, C00346, C00350, C00416, C00513, C00570, C00588, C00623, C00641, C00670, C00681, C01194, C01210, C01233, C01241, C01996, C02737, C03372, C03819, C03872, C03892, C03974, C04230, C04233, C04308, C04438, C04590, C04638, C05973, C05974, C05976, C05980, C06771, C06772, C13482, C18059, C18125, C18126, C18129, C18168, C18169, C20466, C20518, C22340, C22341, C22342	Acyl-CoA, L-Serine, Acetaldehyde, sn-Glycerol 3-phosphate, Glycerone phosphate, Choline, Phosphatidylcholine, Ethanolamine, CDP-diacylglycerol, CDP-choline, Phosphatidylglycerol, Ethanolamine phosphate, Phosphatidylethanolamine, Phosphatidate, CDP-glycerol, CDP-ethanolamine, Choline phosphate, sn-Glycerol 1-phosphate, 1,2-Diacyl-sn-glycerol, sn-Glycero-3-phosphocholine, 1-Acyl-sn-glycerol 3-phosphate, 1-Phosphatidyl-D-myo-inositol, N-Methylethanolamine phosphate, sn-Glycero-3-phosphoethanolamine, Phosphatidyl-N-methylethanolamine, Acetylcholine, Phosphatidylserine, Acylglycerone phosphate, 1-Acylglycerophosphoinositol, L-Serine-phosphoethanolamine, Phosphatidylglycerophosphate, 2-Acyl-sn-glycerol 3-phosphate, 1-Acyl-sn-glycero-3-phosphocholine, 2-Acyl-sn-glycero-3-phosphocholine, Phosphatidyl-N-dimethylethanolamine, 1-Acyl-sn-glycero-3-phosphoethanolamine, 3-(O-Geranylgeranyl)-sn-glycerol 1-phosphate, 2,3-Bis-O-(geranylgeranyl)glycerol 1-phosphate, 2-Acyl-sn-glycero-3-phosphoethanolamine, 2-Acyl-sn-glycero-3-phosphoserine, Aminoacyl-phosphatidylglycerol, Cardiolipin, Triethanolamine, Diethanolamine, Phosphodimethylethanolamine, CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol, 1-Acyl-sn-glycero-3-phosphoserine, 1-Acyl-sn-glycero-3-phosphoglycerol, Monolysocardiolipin, Diacylglycerylhomoserine, Diacylglyceryl-N,N,N-trimethylhomoserine, 2,3-Bis-O-(geranylgeranyl)-sn-glycero-1-phospho-L-serine, 2,3-Bis-(O-phytanyl)-sn-glycerol 1-phosphate, Heptaprenylglyceryl phosphate, Heptaprenylglycerol, Diacetylheptaprenylglycerol
Glycine, serine and threonine metabolism	48	4	21.2	8.85	5.7e-07	4.6e-05	33.7	7.17	132	1	Customised	L-Serine, 3-Phospho-D-glycerate, Sarcosine, Betaine	C00065, C00197, C00213, C00719	C00011, C00014, C00022, C00037, C00048, C00049, C00065, C00078, C00097, C00101, C00109, C00114, C00143, C00168, C00188, C00197, C00213, C00258, C00263, C00300, C00430, C00441, C00546, C00576, C00581, C00631, C00719, C00740, C00986, C01005, C01026, C01102, C01242, C01888, C02051, C02291, C02737, C02972, C03082, C03194, C03232, C03283, C03508, C05519, C06231, C06442, C16432, C19929	CO2, Ammonia, Pyruvate, Glycine, Glyoxylate, L-Aspartate, L-Serine, L-Tryptophan, L-Cysteine, Tetrahydrofolate, 2-Oxobutanoate, Choline, 5,10-Methylenetetrahydrofolate, Hydroxypyruvate, L-Threonine, 3-Phospho-D-glycerate, Sarcosine, D-Glycerate, L-Homoserine, Creatine, 5-Aminolevulinate, L-Aspartate 4-semialdehyde, Methylglyoxal, Betaine aldehyde, Guanidinoacetate, 2-Phospho-D-glycerate, Betaine, D-Serine, 1,3-Diaminopropane, O-Phospho-L-serine, N,N-Dimethylglycine, O-Phospho-L-homoserine, [Protein]-S8-aminomethyldihydrolipoyllysine, Aminoacetone, Lipoylprotein, L-Cystathionine, Phosphatidylserine, Dihydrolipoylprotein, 4-Phospho-L-aspartate, (R)-1-Aminopropan-2-ol, 3-Phosphonooxypyruvate, L-2,4-Diaminobutanoate, L-2-Amino-3-oxobutanoic acid, L-Allothreonine, Ectoine, N(gamma)-Acetyldiaminobutyrate, 5-Hydroxyectoine, N(alpha)-Acetyl-L-2,4-diaminobutyrate
Glycolysis / Gluconeogenesis	31	1	8.19	2.53	0.0062	0.034	9.08	0.205	66.3	1	Customised	3-Phospho-D-glycerate	C00197	C00022, C00024, C00031, C00033, C00036, C00068, C00074, C00084, C00103, C00111, C00118, C00186, C00197, C00221, C00236, C00267, C00469, C00631, C00668, C01159, C01172, C01451, C05125, C05345, C05378, C06186, C06187, C06188, C15972, C15973, C16255	Pyruvate, Acetyl-CoA, D-Glucose, Acetate, Oxaloacetate, Thiamin diphosphate, Phosphoenolpyruvate, Acetaldehyde, D-Glucose 1-phosphate, Glycerone phosphate, D-Glyceraldehyde 3-phosphate, (S)-Lactate, 3-Phospho-D-glycerate, beta-D-Glucose, 3-Phospho-D-glyceroyl phosphate, alpha-D-Glucose, Ethanol, 2-Phospho-D-glycerate, alpha-D-Glucose 6-phosphate, 2,3-Bisphospho-D-glycerate, beta-D-Glucose 6-phosphate, Salicin, 2-(alpha-Hydroxyethyl)thiamine diphosphate, beta-D-Fructose 6-phosphate, beta-D-Fructose 1,6-bisphosphate, Arbutin, Arbutin 6-phosphate, Salicin 6-phosphate, Enzyme N6-(lipoyl)lysine, Enzyme N6-(dihydrolipoyl)lysine, [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine
Glyoxylate and dicarboxylate metabolism	64	3	11.9	5.54	7.7e-05	0.0031	16.2	2.75	67	1	Customised	L-Glutamate, L-Serine, 3-Phospho-D-glycerate	C00025, C00065, C00197	C00007, C00011, C00014, C00022, C00024, C00025, C00026, C00027, C00033, C00036, C00037, C00042, C00048, C00058, C00064, C00065, C00091, C00100, C00111, C00136, C00149, C00158, C00160, C00168, C00197, C00209, C00258, C00266, C00311, C00313, C00332, C00417, C00552, C00631, C00683, C00798, C00877, C00888, C00898, C00975, C00988, C01127, C01146, C01182, C01213, C01380, C01732, C01989, C01990, C02123, C02405, C03217, C03459, C03548, C03561, C03618, C04348, C06027, C06028, C06049, C18026, C18324, C20238, C22337	Oxygen, CO2, Ammonia, Pyruvate, Acetyl-CoA, L-Glutamate, 2-Oxoglutarate, Hydrogen peroxide, Acetate, Oxaloacetate, Glycine, Succinate, Glyoxylate, Formate, L-Glutamine, L-Serine, Succinyl-CoA, Propanoyl-CoA, Glycerone phosphate, Butanoyl-CoA, (S)-Malate, Citrate, Glycolate, Hydroxypyruvate, 3-Phospho-D-glycerate, Oxalate, D-Glycerate, Glycolaldehyde, Isocitrate, Oxalyl-CoA, Acetoacetyl-CoA, cis-Aconitate, meso-Tartaric acid, 2-Phospho-D-glycerate, (S)-Methylmalonyl-CoA, Formyl-CoA, Crotonoyl-CoA, Pentanoyl-CoA, (R,R)-Tartaric acid, Dihydroxyfumarate, 2-Phosphoglycolate, 4-Hydroxy-2-oxoglutarate, 2-Hydroxy-3-oxopropanoate, D-Ribulose 1,5-bisphosphate, (R)-Methylmalonyl-CoA, Ethylene glycol, Mesaconate, 3-Ethylmalate, 3-Oxalomalate, 3-Propylmalate, Formyl phosphate, 2-Hydroxy-3-oxoadipate, 2-Hydroxy-3-oxosuccinate, trans-2,3-Epoxysuccinate, (R)-3-Hydroxybutanoyl-CoA, L-threo-3-Methylaspartate, L-Malyl-CoA, L-erythro-3-Methylmalyl-CoA, 2-Methylfumaryl-CoA, N-Formylderivatives, (2S)-Ethylmalonyl-CoA, (2S)-Methylsuccinyl-CoA, (2R)-Ethylmalonyl-CoA, D-Ribulose 1-phosphate
Histidine metabolism	47	1	5.4	1.91	0.014	0.054	5.9	0.134	42.2	1	Customised	L-Glutamate	C00025	C00025, C00026, C00049, C00119, C00135, C00386, C00388, C00439, C00785, C00860, C01044, C01045, C01100, C01152, C01262, C01267, C01929, C02739, C02741, C02835, C03277, C03409, C03680, C04437, C04666, C04677, C04896, C04916, C05127, C05130, C05131, C05133, C05135, C05565, C05568, C05570, C05571, C05572, C05575, C05827, C05828, C05829, C16673, C16674, C20522, C20994, C20995	L-Glutamate, 2-Oxoglutarate, L-Aspartate, 5-Phospho-alpha-D-ribose 1-diphosphate, L-Histidine, Carnosine, Histamine, N-Formimino-L-glutamate, Urocanate, L-Histidinol, N-Formyl-L-aspartate, N-Formyl-L-glutamate, L-Histidinol phosphate, N(pi)-Methyl-L-histidine, beta-Alanyl-N(pi)-methyl-L-histidine, 3-(Imidazol-4-yl)-2-oxopropyl phosphate, L-Histidinal, 1-(5-Phospho-D-ribosyl)-ATP, Phosphoribosyl-AMP, Imidazole-4-acetate, Imidazol-5-yl-pyruvate, N-Formimino-L-aspartate, 4-Imidazolone-5-propanoate, 1-(5-Phosphoribosyl)imidazole-4-acetate, D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate, 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide, 5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide, N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide, N-Methylhistamine, Imidazole-4-acetaldehyde, (1-Ribosylimidazole)-4-acetate, 4-Imidazolone-5-acetate, 4-(beta-Acetylaminoethyl)imidazole, Hydantoin-5-propionate, Imidazole lactate, Ergothioneine, Thiourocanic acid, 4-Oxoglutaramate, Hercynine, Methylimidazole acetaldehyde, Methylimidazoleacetic acid, N-Carbamyl-L-glutamate, Isoglutamine, Formylisoglutamine, Dihydrourocanate, S-(Hercyn-2-yl)-L-cysteine S-oxide, gamma-L-Glutamyl-S-(hercyn-2-yl)-L-cysteine S-oxide
Inositol phosphate metabolism	47	1	5.4	1.91	0.014	0.054	5.9	0.134	42.2	1	Customised	D-Glucuronate	C00191	C00024, C00092, C00111, C00118, C00137, C00191, C00222, C00558, C00641, C00691, C01177, C01194, C01204, C01220, C01243, C01245, C01272, C01277, C01284, C03546, C03659, C03660, C04006, C04062, C04063, C04287, C04477, C04520, C04549, C04563, C04579, C04637, C05981, C06153, C06892, C06893, C11554, C11555, C11556, C11557, C16737, C19794, C19799, C19891, C20251, C21643, C21644	Acetyl-CoA, D-Glucose 6-phosphate, Glycerone phosphate, D-Glyceraldehyde 3-phosphate, myo-Inositol, D-Glucuronate, 3-Oxopropanoate, D-Tagaturonate, 1,2-Diacyl-sn-glycerol, 2,4,6/3,5-Pentahydroxycyclohexanone, Inositol 1-phosphate, 1-Phosphatidyl-D-myo-inositol, Phytic acid, 1D-myo-Inositol 1,4-bisphosphate, 1D-myo-Inositol 1,3,4-trisphosphate, D-myo-Inositol 1,4,5-trisphosphate, 1D-myo-Inositol 1,3,4,5-tetrakisphosphate, 1-Phosphatidyl-1D-myo-inositol 4-phosphate, 1D-myo-Inositol 1,3,4,5,6-pentakisphosphate, myo-Inositol 4-phosphate, D-Bornesitol, L-Bornesitol, 1D-myo-Inositol 3-phosphate, D-myo-Inositol 1,3-bisphosphate, D-myo-Inositol 3,4-bisphosphate, 3D-3,5/4-Trihydroxycyclohexane-1,2-dione, 1D-myo-Inositol 1,3,4,6-tetrakisphosphate, 1D-myo-Inositol 3,4,5,6-tetrakisphosphate, 1-Phosphatidyl-1D-myo-inositol 3-phosphate, D-myo-Inositol 1,2,4,5,6-pentakisphosphate, Inositol 1,2,3,5,6-pentakisphosphate, 1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate, Phosphatidylinositol-3,4,5-trisphosphate, scyllo-Inositol, 2-Deoxy-5-keto-D-gluconic acid, 2-Deoxy-5-keto-D-gluconic acid 6-phosphate, 1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate, 1D-myo-Inositol 1,4,5,6-tetrakisphosphate, 1-Phosphatidyl-1D-myo-inositol 3,5-bisphosphate, 1-Phosphatidyl-1D-myo-inositol 5-phosphate, 5-Deoxy-D-glucuronate, CDP-1L-myo-inositol, Bis(1L-myo-inositol)-3,1'-phosphate 1-phosphate, 1D-chiro-Inositol, 1-Keto-D-chiro-inositol, 3-Dehydro-scyllo-inosose, 5-Dehydro-L-gluconate
Neomycin, kanamycin and gentamicin biosynthesis	81	1	3.13	1.22	0.039	0.11	3.36	0.0771	23.6	1	Customised	L-Glutamate	C00025	C00025, C00029, C00031, C00043, C00092, C00229, C00397, C00825, C00832, C00908, C01441, C01555, C01737, C01743, C01759, C01822, C01823, C01917, C02033, C02627, C07656, C12210, C12211, C15652, C17209, C17580, C17581, C17582, C17583, C17584, C17585, C17586, C17587, C17588, C17589, C17701, C17702, C17703, C17704, C17705, C17706, C17707, C17712, C17997, C18000, C18001, C18002, C18003, C18004, C18005, C18006, C18007, C18008, C18009, C20350, C20351, C20353, C20509, C20614, C20699, C21176, C21251, C21252, C21253, C21254, C21255, C21256, C21257, C21258, C21259, C21260, C21261, C21262, C21263, C21264, C21265, C21266, C21267, C21268, C21269, C21270	L-Glutamate, UDP-glucose, D-Glucose, UDP-N-acetyl-alpha-D-glucosamine, D-Glucose 6-phosphate, Acyl-carrier protein, Tobramycin, Kanamycin B, Paromomycin, Gentamicin C1a, Neamine, Apramycin, Neomycin B, Paromamine, Ribostamycin, Kanamycin A, Kanamycin C, Gentamicin A, Gentamicin C2, 2-Deoxystreptamine, Gentamicin C1, UDP-3-ketoglucose, UDP-kanosamine, Neomycin C, 2-Deoxy-scyllo-inosose, 2-Deoxy-scyllo-inosamine, 3-Amino-2,3-dideoxy-scyllo-inosose, 2'-N-Acetylparomamine, 6'-Dehydro-6'-oxoparomamine, Xylostasin, Butirosin A, Butirosin B, 2'''-N-Acetyl-6'''-deamino-6'''-hydroxyneomycin C, 6'''-Deamino-6'''-hydroxyneomycin C, 6'''-Deamino-6'''-oxoneomycin C, Gentamicin A2, Gentamicin X2, Antibiotic G-418, Antibiotic JI-20A, Antibiotic JI-20B, Gentamicin C2b, Lividomycin A, Paromomycin II, Oxyapramycin, Nebramycin factor 4, Nebramycin 5', 5-Ribosylparomamine, Lividomycin B, 5''-Phosphoribostamycin, gamma-L-Glutamyl-butirosin B, gamma-L-Glutamyl-[acp], 4-Aminobutyryl-[acp], 4-(gamma-L-Glutamylamino)butanoyl-[acp], 4-(gamma-L-Glutamylamino)-(2S)-2-hydroxybutanoyl-[acp], 2'-Deamino-2'-hydroxyneamine, 2'-Deamino-2'-hydroxy-6'-dehydroparomamine, 2'-Deamino-2'-hydroxyparomamine, 2'-Dehydrokanamycin A, Kanamycin X, 6''-O-Carbamoylkanamycin A, 3''-Oxoribostamycin, 6'-Oxokanamycin X, 6'-Oxokanamycin C, Kanamycin D, 3''-Deamino-3''-hydroxykanamycin B, Lividamine, 6'-Oxolividamine, 4'-Oxolividamine, 4'-Oxonebramine, Nebramine, 5''-Phosphoribosylparomamine, 2'''-N-Acetyl-6'''-deamino-6'''-hydroxyparomomycin II, 6'''-Deamino-6'''-hydroxyparomomycin II, 6'''-Deamino-6'''-oxoparomomycin II, 5'''-epi-Lividomycin B, 3''-Oxogentamicin A2, 3''-Amino-3''-deoxygentamicin A2, 6'-Oxogentamicin X2, 6'-Oxo-G418, Antibiotic JI-20Ba, Gentamicin C2a
Nicotinate and nicotinamide metabolism	54	1	4.7	1.73	0.018	0.067	5.11	0.117	36.3	1	Customised	NADP+	C00006	C00003, C00006, C00022, C00042, C00049, C00111, C00122, C00153, C00163, C00232, C00253, C00334, C00455, C00857, C00922, C01020, C01056, C01059, C01185, C01297, C01384, C01596, C02295, C02918, C02930, C03043, C03056, C03150, C03458, C03652, C03722, C04226, C05380, C05840, C05841, C05842, C05843, C06178, C15523, C15986, C15987, C16150, C16151, C16152, C16159, C16390, C18232, C19567, C19569, C19631, C20361, C20381, C21075, C21154	NAD+, NADP+, Pyruvate, Succinate, L-Aspartate, Glycerone phosphate, Fumarate, Nicotinamide, Propanoate, Succinate semialdehyde, Nicotinate, 4-Aminobutanoate, Nicotinamide D-ribonucleotide, Deamino-NAD+, 2,3-Dimethylmaleate, 6-Hydroxynicotinate, (S)-6-Hydroxynicotine, 2,5-Dihydroxypyridine, Nicotinate D-ribonucleotide, 6-Hydroxypseudooxynicotine, Maleic acid, Maleamate, Methylitaconate, 1-Methylnicotinamide, 2-Methyleneglutarate, (R)-6-Hydroxynicotine, 2,6-Dihydroxypyridine, Nicotinamide-beta-riboside, 2,3,6-Trihydroxypyridine, (2R,3S)-2,3-Dimethylmalate, Quinolinate, 6-Oxo-1,4,5,6-tetrahydronicotinate, Nicotinurate, Iminoaspartate, Nicotinate D-ribonucleoside, N1-Methyl-2-pyridone-5-carboxamide, N1-Methyl-4-pyridone-5-carboxamide, 1-Methylpyrrolinium, 2,6-Dihydroxynicotinate, 2,6-Dihydroxypseudooxynicotine, 4-Methylaminobutyrate, (R,S)-Nicotine, 2,6-Dihydroxy-N-methylmyosmine, Blue pigment, 2-Formylglutarate, (S)-2-(Hydroxymethyl)glutarate, N-Formylmaleamic acid, 4-Oxo-1-(3-pyridyl)-1-butanone, 3-Succinoylpyridine, 6-Hydroxy-3-succinoylpyridine, Pseudooxynicotine, 3,3'-Bipyridine-2,2',5,5',6,6'-hexol, 5-(N-Methyl-4,5-dihydro-1H-pyrrol-2-yl)pyridin-2-ol, N-Methylmyosmine
Nitrogen metabolism	19	1	13.4	3.4	0.0023	0.021	15.2	0.336	115	1	Customised	L-Glutamate	C00025	C00011, C00014, C00025, C00058, C00064, C00088, C00169, C00192, C00244, C00288, C00488, C00533, C00697, C00726, C00887, C01417, C01563, C05361, C06058	CO2, Ammonia, L-Glutamate, Formate, L-Glutamine, Nitrite, Carbamoyl phosphate, Hydroxylamine, Nitrate, HCO3-, Formamide, Nitric oxide, Nitrogen, Nitrile, Nitrous oxide, Cyanate, Carbamate, Hydrazine, Nitroalkane
Pentose and glucuronate interconversions	58	1	4.38	1.63	0.021	0.067	4.74	0.108	33.7	1	Customised	D-Glucuronate	C00191	C00022, C00026, C00029, C00103, C00111, C00116, C00167, C00181, C00191, C00199, C00204, C00216, C00231, C00259, C00266, C00309, C00310, C00312, C00333, C00379, C00433, C00470, C00474, C00476, C00502, C00508, C00514, C00532, C00558, C00618, C00714, C00789, C00800, C00817, C00905, C01068, C01101, C01508, C01904, C02266, C02273, C02426, C02753, C03033, C03291, C03826, C04053, C04349, C04575, C05385, C05411, C05412, C06118, C06441, C14899, C15930, C20680, C22337	Pyruvate, 2-Oxoglutarate, UDP-glucose, D-Glucose 1-phosphate, Glycerone phosphate, Glycerol, UDP-glucuronate, D-Xylose, D-Glucuronate, D-Ribulose 5-phosphate, 2-Dehydro-3-deoxy-D-gluconate, D-Arabinose, D-Xylulose 5-phosphate, L-Arabinose, Glycolaldehyde, D-Ribulose, D-Xylulose, L-Xylulose, D-Galacturonate, Xylitol, 2,5-Dioxopentanoate, Pectate, Ribitol, D-Lyxose, D-Xylonate, L-Ribulose, D-Mannonate, L-Arabitol, D-Tagaturonate, 3-Dehydro-L-gulonate, Pectin, CDP-ribitol, L-Gulonate, D-Altronate, D-Fructuronate, D-Ribitol 5-phosphate, L-Ribulose 5-phosphate, L-Lyxose, D-Arabitol, D-Xylonolactone, Digalacturonate, L-Glyceraldehyde, D-Xylono-1,4-lactone, beta-D-Glucuronoside, L-Xylulose 5-phosphate, 2-Dehydro-3-deoxy-D-xylonate, 5-Dehydro-4-deoxy-D-glucuronate, (4S)-4,6-Dihydroxy-2,5-dioxohexanoate, (4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate, D-Glucuronate 1-phosphate, L-Xylonate, L-Lyxonate, 4-(4-Deoxy-alpha-D-gluc-4-enuronosyl)-D-galacturonate, L-Xylulose 1-phosphate, 3-Dehydro-L-gulonate 6-phosphate, L-Galactonate, 2-Dehydro-3-deoxy-L-galactonate, D-Ribulose 1-phosphate
Pentose phosphate pathway	36	1	7.05	2.3	0.0083	0.04	7.78	0.176	56.2	1	Customised	3-Phospho-D-glycerate	C00197	C00022, C00031, C00117, C00118, C00119, C00121, C00197, C00198, C00199, C00204, C00221, C00231, C00257, C00258, C00279, C00345, C00577, C00620, C00631, C00668, C00672, C00673, C01151, C01172, C01182, C01218, C01236, C01801, C03752, C04442, C05345, C05378, C05382, C06019, C06473, C20589	Pyruvate, D-Glucose, D-Ribose 5-phosphate, D-Glyceraldehyde 3-phosphate, 5-Phospho-alpha-D-ribose 1-diphosphate, D-Ribose, 3-Phospho-D-glycerate, D-Glucono-1,5-lactone, D-Ribulose 5-phosphate, 2-Dehydro-3-deoxy-D-gluconate, beta-D-Glucose, D-Xylulose 5-phosphate, D-Gluconic acid, D-Glycerate, D-Erythrose 4-phosphate, 6-Phospho-D-gluconate, D-Glyceraldehyde, alpha-D-Ribose 1-phosphate, 2-Phospho-D-glycerate, alpha-D-Glucose 6-phosphate, 2-Deoxy-D-ribose 1-phosphate, 2-Deoxy-D-ribose 5-phosphate, D-Ribose 1,5-bisphosphate, beta-D-Glucose 6-phosphate, D-Ribulose 1,5-bisphosphate, 6-Phospho-2-dehydro-D-gluconate, D-Glucono-1,5-lactone 6-phosphate, Deoxyribose, 2-Amino-2-deoxy-D-gluconate, 2-Dehydro-3-deoxy-6-phospho-D-gluconate, beta-D-Fructose 6-phosphate, beta-D-Fructose 1,6-bisphosphate, Sedoheptulose 7-phosphate, D-arabino-Hex-3-ulose 6-phosphate, 2-Keto-D-gluconic acid, D-Glucosaminate-6-phosphate
Purine metabolism	101	3	7.54	4.2	0.00046	0.0093	9.97	1.71	40.7	1	Customised	AMP, 3',5'-Cyclic AMP, Xanthosine	C00020, C00575, C01762	C00002, C00008, C00011, C00014, C00020, C00035, C00037, C00039, C00044, C00046, C00048, C00053, C00054, C00059, C00064, C00081, C00086, C00104, C00117, C00119, C00130, C00131, C00144, C00147, C00169, C00206, C00209, C00212, C00224, C00242, C00262, C00286, C00288, C00294, C00301, C00330, C00360, C00361, C00362, C00366, C00385, C00387, C00499, C00559, C00575, C00603, C00620, C00655, C00700, C00802, C00942, C01228, C01260, C01261, C01344, C01345, C01367, C01444, C01762, C02091, C02348, C02350, C02353, C02718, C03090, C03373, C03483, C03614, C03794, C03838, C04051, C04376, C04392, C04494, C04640, C04677, C04734, C04751, C04823, C05239, C05512, C05513, C05515, C05516, C05993, C06193, C06194, C06195, C06196, C06197, C06433, C06435, C11821, C12248, C15667, C22395, C22441, C22442, C22443, C22499, C22500	ATP, ADP, CO2, Ammonia, AMP, GDP, Glycine, DNA, GTP, RNA, Glyoxylate, 3'-Phosphoadenylyl sulfate, Adenosine 3',5'-bisphosphate, Sulfate, L-Glutamine, ITP, Urea, IDP, D-Ribose 5-phosphate, 5-Phospho-alpha-D-ribose 1-diphosphate, IMP, dATP, GMP, Adenine, Carbamoyl phosphate, dADP, Oxalate, Adenosine, Adenylyl sulfate, Guanine, Hypoxanthine, dGTP, HCO3-, Inosine, ADP-ribose, Deoxyguanosine, dAMP, dGDP, dGMP, Urate, Xanthine, Guanosine, Allantoate, Deoxyadenosine, 3',5'-Cyclic AMP, (S)-Ureidoglycolate, alpha-D-Ribose 1-phosphate, Xanthosine 5'-phosphate, XTP, Oxalureate, 3',5'-Cyclic GMP, Guanosine 3',5'-bis(diphosphate), P1,P4-Bis(5'-adenosyl)tetraphosphate, P1,P4-Bis(5'-guanosyl) tetraphosphate, dIDP, dITP, 3'-AMP, Oxamate, Xanthosine, (S)-Ureidoglycine, (R)(-)-Allantoin, (S)-Allantoin, 2',3'-Cyclic AMP, N-Formiminoglycine, 5-Phosphoribosylamine, Aminoimidazole ribotide, Adenosine tetraphosphate, Inosine 5'-tetraphosphate, N6-(1,2-Dicarboxyethyl)-AMP, 5'-Phosphoribosylglycinamide, 5-Amino-4-imidazolecarboxyamide, 5'-Phosphoribosyl-N-formylglycinamide, P1,P4-Bis(5'-xanthosyl) tetraphosphate, Guanosine 3'-diphosphate 5'-triphosphate, 2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine, 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide, 1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide, 1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate, 1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole, 5-Aminoimidazole, Deoxyinosine, Urate-3-ribonucleoside, 5-Ureido-4-imidazole carboxylate, 5-Amino-4-imidazole carboxylate, Acetyl adenylate, Guanosine 3'-phosphate, 2',3'-Cyclic GMP, Imidazolone, 2'-Deoxyinosine 5'-phosphate, P1,P3-Bis(5'-adenosyl) triphosphate, 5'-Benzoylphosphoadenosine, 5'-Butyrylphosphoinosine, 5-Hydroxyisourate, 5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate, 5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole, 2-Amino-2'-deoxy-N6-[(2S)-succino]adenylate, 2-Amino-2'-deoxyadenosine 5'-monophosphate, 2-Amino-2'-deoxyadenosine 5'-diphosphate, 2-Amino-2'-deoxyadenosine 5'-triphosphate, C22499, C22500
Pyrimidine metabolism	64	2	7.93	3.53	0.0017	0.021	9.57	0.999	46.3	1	Customised	dCMP, Uridine	C00239, C00299	C00015, C00039, C00046, C00055, C00063, C00064, C00075, C00086, C00099, C00105, C00106, C00112, C00119, C00169, C00178, C00214, C00222, C00239, C00295, C00299, C00337, C00363, C00364, C00365, C00380, C00383, C00429, C00438, C00458, C00459, C00460, C00475, C00526, C00672, C00705, C00813, C00881, C01013, C01103, C01168, C01205, C01346, C01368, C01563, C02067, C02170, C02354, C02355, C02376, C02642, C03997, C05281, C05822, C06198, C11038, C11039, C15607, C20231, C20249, C20253, C20254, C20846, C21028, C21029	UDP, DNA, RNA, CMP, CTP, L-Glutamine, UTP, Urea, beta-Alanine, UMP, Uracil, CDP, 5-Phospho-alpha-D-ribose 1-diphosphate, Carbamoyl phosphate, Thymine, Thymidine, 3-Oxopropanoate, dCMP, Orotate, Uridine, (S)-Dihydroorotate, dTDP, dTMP, dUMP, Cytosine, Malonate, 5,6-Dihydrouracil, N-Carbamoyl-L-aspartate, dCTP, dTTP, dUTP, Cytidine, Deoxyuridine, 2-Deoxy-D-ribose 1-phosphate, dCDP, Barbiturate, Deoxycytidine, 3-Hydroxypropanoate, Orotidine 5'-phosphate, Pseudouridine 5'-phosphate, (R)-3-Amino-2-methylpropanoate, dUDP, 3'-UMP, Carbamate, Pseudouridine, Methylmalonate, 2',3'-Cyclic CMP, 2',3'-Cyclic UMP, 5-Methylcytosine, 3-Ureidopropionate, 5-Hydroxymethyldeoxycytidylate, 5-Methylbarbiturate, 3'-CMP, P1,P4-Bis(5'-uridyl) tetraphosphate, 2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate, 2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate, 3-Oxo-3-ureidopropanoate, (Z)-3-Ureidoacrylate peracid, (Z)-3-Peroxyaminoacrylate, Aminoacrylate, Ureidoacrylate, 3-Oxo-3-ureidoisobutyrate, (R)-5,6-Dihydrothymine, (R)-3-Ureidoisobutyrate
