name	type	logFC	AveExpr	t	p_value	adj.P.Val	B	logP	colors
DPYD	gene	1.06	1.92779404221782	2.70089368575239	0.0108539793004107	0.194053179897674	-2.81042403740239	0.712079236197877	#DF5F5F
ECHDC1	gene	0.45	4.10816902871507	2.43208072334037	0.0206367328467153	0.242012594293297	-3.35665481420381	0.61616203282221	#BEBEBE
ELOVL4	gene	0.19	0.123751503403492	2.10027989669519	0.043474437364619	0.307149061861007	-3.97635867331896	0.512650806827277	#BEBEBE
FMO4	gene	0.36	0.81035536767837	2.13438048047413	0.0403758310901566	0.298489635057238	-3.91569535939419	0.525070744988888	#BEBEBE
FMO5	gene	0.56	0.991146095750077	2.92504301988523	0.00620412953071654	0.162779534127953	-2.32864608103205	0.78840019879584	#CE8F8F
GMPR	gene	-1.87	2.79104795533633	-2.16185759182935	0.0380232410713149	0.298269411297698	-3.86629075372175	0.52539128296306	#00FF00
HSD11B1	gene	1.19	0.801637336543227	2.15548859513698	0.0385574299265501	0.298269411297698	-3.87778371198809	0.52539128296306	#DF5F5F
KMO	gene	0.48	0.354337307048069	4.2901237311285	0.00014800084006955	0.0386979321420599	0.960500683207159	1.41231224126756	#CE8F8F
TECR	gene	0.54	5.9216051257325	3.06780544323922	0.00430147623399766	0.154549979037589	-2.01073517662579	0.810931049506272	#CE8F8F
TM7SF2	gene	0.6	2.8764699215443	2.24366175208771	0.031725117860641	0.281276647566125	-3.7164905502087	0.550866322773163	#CE8F8F
AACS	gene	0.64	1.41229701635438	2.61790244528632	0.0132812185321052	0.20580872772836	-2.98293678252506	0.686536212061946	#CE8F8F
ACOT4	gene	0.77	0.607058509781922	3.49337270478712	0.00138719332202875	0.104693085840464	-1.01976068067636	0.980081999128095	#CE8F8F
ACSM4	gene	0.05	0.0422030309938756	2.75676529832673	0.00945945348943722	0.187733769251908	-2.69244379664066	0.726457600150885	#BEBEBE
ACSM5	gene	0.06	0.0218238867534911	2.44118139076651	0.0202036185076898	0.240047128532089	-3.33877387429574	0.619703484738046	#BEBEBE
ADPGK	gene	0.54	5.49695899102063	2.802208668636	0.00845041546178386	0.187733769251908	-2.59542797614428	0.726457600150885	#CE8F8F
ADPRM	gene	-0.63	2.80403786194117	-3.23935210197749	0.00274426765705681	0.128731101003756	-1.61853108708287	0.890316516323593	#8FCE8F
ADSL	gene	-0.43	5.65306614681805	-3.31590719660051	0.00223870724447333	0.120830686548484	-1.44020992744162	0.917822756888328	#BEBEBE
AK2	gene	0.72	6.59360023356778	3.53021084454794	0.00125463870300556	0.102220037486979	-0.931331710272296	0.990463964112682	#CE8F8F
ASS1	gene	2.24	2.91550203791437	2.20145401490918	0.0348474742341099	0.285417408012709	-3.79428413547344	0.544519542176865	#FF0000
GYG1	gene	0.51	3.97702278109698	2.10631775748281	0.0429109367054658	0.307149061861007	-3.96567049915275	0.512650806827277	#CE8F8F
NT5C1A	gene	0.13	0.048496678312817	2.72630328415096	0.0101976010295428	0.190719379360481	-2.75694839367011	0.719605175219833	#BEBEBE
NT5C3A	gene	-0.49	4.24300401039841	-4.27191633344626	0.000155959854891086	0.0386979321420599	0.914005632876673	1.41231224126756	#8FCE8F
NT5M	gene	-0.9	2.36500881203025	-2.58706027613497	0.0143046870669013	0.20580872772836	-3.04618952454183	0.686536212061946	#8FCE8F
NUDT9	gene	0.33	2.61173550801148	2.53341854460793	0.0162596564181646	0.217994903862239	-3.15506008506019	0.661553658920066	#BEBEBE
PCCA	gene	0.93	2.67789112206492	2.16922644930327	0.0374134132677983	0.298269411297698	-3.85296256347611	0.52539128296306	#DF5F5F
PDE3B	gene	0.99	2.3233363931356	2.84363757184253	0.00761909038107759	0.173446351616296	-2.50617865856379	0.760834830959281	#DF5F5F
PDE4C	gene	0.08	0.0773156769550007	2.79449516879765	0.00861427767418274	0.187733769251908	-2.61196092572654	0.726457600150885	#BEBEBE
PDE7A	gene	0.85	4.27037505945627	2.36386322496681	0.0241623790015076	0.257954225478164	-3.48924616801237	0.588457353672356	#CE8F8F
PPCS	gene	0.44	4.15263555310693	2.20994520032345	0.0341981080732643	0.284616512351683	-3.77871942454849	0.545739907430961	#BEBEBE
TPK1	gene	0.58	1.26556434842559	2.323289401665	0.0265101128579125	0.268219965385938	-3.56687836991517	0.571508897870626	#CE8F8F
ABAT	gene	0.6	1.01052644398248	2.51095084778786	0.0171492105581114	0.224974389355563	-3.20022191500004	0.647866918309162	#CE8F8F
GCLC	gene	-0.56	3.35065022600356	-2.13731987160925	0.0401181343492867	0.298489635057238	-3.9104324808727	0.525070744988888	#8FCE8F
GLS	gene	-0.52	4.22270865656794	-2.29104758260612	0.0285206303607016	0.272530467891148	-3.62790025510645	0.564584938167789	#8FCE8F
HAL	gene	2.07	1.8206569209329	3.68726398604288	0.000814507784703069	0.0751439526696012	-0.550298967098994	1.12410596421744	#FF0000
OPLAH	gene	1.3	1.70348586568678	3.04594137393974	0.00455181261360731	0.154549979037589	-2.05994374016457	0.810931049506272	#DF5F5F
PIPOX	gene	0.52	0.455687107091264	3.18546109519259	0.00316372372164883	0.1360401200309	-1.74287360257138	0.8663329935525	#CE8F8F
UCK1	gene	0.35	3.37189807325161	2.21864281314444	0.0335441907237855	0.282208735002282	-3.76273151657755	0.549429547971536	#BEBEBE
UPP1	gene	0.79	1.24420085648183	2.57176264662507	0.0148388860114319	0.20580872772836	-3.0773862080344	0.686536212061946	#CE8F8F
UPP2	gene	0.06	0.025692249344405	2.3473614868626	0.0250935058642073	0.26263356890862	-3.52093197335273	0.580649764689676	#BEBEBE
HNMT	gene	1.86	1.36230527157704	3.94227442656509	0.000399130295071288	0.0686504107522615	0.0806472203904152	1.16335685992895	#FF0000
GUSB	gene	0.66	5.58669923610653	2.60179248735628	0.0138070559101702	0.20580872772836	-3.01603497241568	0.686536212061946	#CE8F8F
UGT2B28	gene	-0.47	0.352856030687915	-2.51347280525115	0.0170471800088262	0.224974389355563	-3.19516563658959	0.647866918309162	#8FCE8F
ACYP1	gene	0.42	2.87409212472425	2.46805247127791	0.0189727535928655	0.234231988111011	-3.28571783177162	0.630353795380434	#BEBEBE
HDDC2	gene	0.49	4.54873970616646	2.30708416556229	0.0275040562771994	0.271186491191749	-3.59762351936081	0.566731948090378	#CE8F8F
TK2	gene	0.8	2.02469891676928	3.10770408595685	0.00387793881067578	0.146562139013177	-1.92047003772321	0.833978205283482	#CE8F8F
CDA	gene	1.69	1.69223993064885	2.6908440308969	0.0111242564207578	0.194053179897674	-2.83149009173491	0.712079236197877	#EF3030
ADCY1	gene	0.83	0.300291165383523	3.73449039250904	0.000714462598088126	0.0751439526696012	-0.434526934604666	1.12410596421744	#CE8F8F
ADCY4	gene	0.51	0.664645191304573	2.40547303245924	0.0219520308300361	0.249865762683058	-3.40867541360616	0.602293248061137	#CE8F8F
ADCY9	gene	2.02	1.96351483932672	4.62990248527408	5.52896642185453e-05	0.0386979321420599	1.8347376706417	1.41231224126756	#FF0000
