name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu	distance	namespace	members_Overlap	members_Overlap_keggid	members_Anno_keggid	members_Anno
Cysteine and methionine metabolism	66	11	4.45	5.59	7.6e-06	1e-04	5.58	2.56	11.2	1	Customised	S-Adenosyl-L-methionine, S-Adenosyl-L-homocysteine, Pyruvate, L-Alanine, Glutathione, L-Serine, L-Methionine, L-Cysteine, 5'-Methylthioadenosine, 3-Phospho-D-glycerate, L-Cystathionine	C00019, C00021, C00022, C00041, C00051, C00065, C00073, C00097, C00170, C00197, C02291	C00019, C00021, C00022, C00041, C00049, C00051, C00059, C00065, C00073, C00094, C00097, C00109, C00155, C00170, C00197, C00263, C00283, C00409, C00441, C00491, C00506, C00606, C00793, C00957, C00979, C01005, C01077, C01118, C01137, C01180, C01234, C01817, C01962, C02218, C02291, C02356, C02989, C03082, C03089, C03145, C03232, C03539, C04188, C04582, C05324, C05524, C05526, C05527, C05528, C05823, C05824, C06547, C08276, C09306, C11437, C11481, C11499, C11537, C15606, C15650, C15651, C18049, C19787, C21015, C21016, C22359	S-Adenosyl-L-methionine, S-Adenosyl-L-homocysteine, Pyruvate, L-Alanine, L-Aspartate, Glutathione, Sulfate, L-Serine, L-Methionine, Sulfite, L-Cysteine, 2-Oxobutanoate, L-Homocysteine, 5'-Methylthioadenosine, 3-Phospho-D-glycerate, L-Homoserine, Hydrogen sulfide, Methanethiol, L-Aspartate 4-semialdehyde, L-Cystine, L-Cysteate, 3-Sulfino-L-alanine, D-Cysteine, Mercaptopyruvate, O-Acetyl-L-serine, O-Phospho-L-serine, O-Acetyl-L-homoserine, O-Succinyl-L-homoserine, S-Adenosylmethioninamine, 4-Methylthio-2-oxobutanoic acid, 1-Aminocyclopropane-1-carboxylate, L-Homocystine, Thiocysteine, Dehydroalanine, L-Cystathionine, (S)-2-Aminobutanoate, L-Methionine S-oxide, 4-Phospho-L-aspartate, 5-Methylthio-D-ribose, N-Formylmethionine, 3-Phosphonooxypyruvate, S-Ribosyl-L-homocysteine, S-Methyl-5-thio-D-ribose 1-phosphate, S-Methyl-5-thio-D-ribulose 1-phosphate, Nicotianamine, Aminoacyl-L-methionine, S-Glutathionyl-L-cysteine, 3-Sulfinylpyruvate, 3-Sulfopyruvate, 3-Mercaptolactate, S-Sulfo-L-cysteine, Ethylene, 3-(Methylthio)propanoate, Sulfur dioxide, 1-Deoxy-D-xylulose 5-phosphate, HSO3-, (S)-3-Sulfolactate, (2R)-3-Sulfolactate, 1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one, 2,3-Diketo-5-methylthiopentyl-1-phosphate, 2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate, N-Acyl-L-homoserine lactone, 5'-S-Methyl-5'-thioinosine, gamma-L-Glutamyl-L-2-aminobutyrate, Ophthalmate, S-Methyl-1-thio-D-xylulose 5-phosphate
D-Amino acid metabolism	69	14	5.42	7.33	5.3e-08	1.4e-06	7.32	3.63	13.9	1	Customised	Pyruvate, L-Glutamate, L-Alanine, L-Lysine, L-Arginine, L-Glutamine, L-Serine, L-Methionine, L-Ornithine, L-Phenylalanine, L-Cysteine, L-Proline, L-Threonine, N-Acetyl-L-glutamate	C00022, C00025, C00041, C00047, C00062, C00064, C00065, C00073, C00077, C00079, C00097, C00148, C00188, C00624	C00022, C00025, C00026, C00036, C00037, C00041, C00047, C00049, C00062, C00064, C00065, C00073, C00077, C00079, C00084, C00097, C00133, C00134, C00135, C00148, C00166, C00188, C00217, C00402, C00431, C00433, C00515, C00624, C00666, C00680, C00692, C00739, C00740, C00763, C00792, C00793, C00819, C00820, C00855, C00993, C01110, C01157, C01180, C01667, C01672, C01726, C02237, C02265, C02855, C03239, C03341, C03440, C03564, C03771, C03933, C03943, C04260, C04282, C04457, C05161, C05620, C05825, C05939, C05941, C05942, C06419, C22024, C22025, C22611	Pyruvate, L-Glutamate, 2-Oxoglutarate, Oxaloacetate, Glycine, L-Alanine, L-Lysine, L-Aspartate, L-Arginine, L-Glutamine, L-Serine, L-Methionine, L-Ornithine, L-Phenylalanine, Acetaldehyde, L-Cysteine, D-Alanine, Putrescine, L-Histidine, L-Proline, Phenylpyruvate, L-Threonine, D-Glutamate, D-Aspartate, 5-Aminopentanoate, 2,5-Dioxopentanoate, D-Ornithine, N-Acetyl-L-glutamate, LL-2,6-Diaminoheptanedioate, meso-2,6-Diaminoheptanedioate, UDP-N-acetylmuramoyl-L-alanyl-D-glutamate, D-Lysine, D-Serine, D-Proline, D-Arginine, D-Cysteine, D-Glutamine, D-Threonine, D-Methionine, D-Alanyl-D-alanine, 5-Amino-2-oxopentanoic acid, Hydroxyproline, 4-Methylthio-2-oxobutanoic acid, Bacitracin, Cadaverine, D-Lombricine, 5-Oxo-D-proline, D-Phenylalanine, N-Phospho-D-lombricine, 6-Amino-2-oxohexanoate, 2-Amino-4-oxopentanoic acid, cis-4-Hydroxy-D-proline, 1-Pyrroline-2-carboxylate, 5-Guanidino-2-oxopentanoate, 5-D-Glutamyl-D-glutamyl-peptide, (2R,4S)-2,4-Diaminopentanoate, O-D-Alanyl-poly(ribitol phosphate), 1-Pyrroline-4-hydroxy-2-carboxylate, D-Alanyl-alanyl-poly(glycerolphosphate), (2R,5S)-2,5-Diaminohexanoate, N-Acetyl-D-phenylalanine, 2-Amino-5-oxohexanoate, Linatine, 2-Oxo-4-hydroxy-5-aminovalerate, Pyrrole-2-carboxylate, D-Histidine, Staphylopine, (2S)-2-Amino-4-{[(1R)-1-carboxy-2-(1H-imidazol-4-yl)ethyl]amino}butanoate, C22611
Ether lipid metabolism	25	1	1.07	0.0684	0.24	0.41	1.07	0.0259	6.7	1	Customised	sn-Glycero-3-phosphocholine	C00670	C00670, C00958, C01233, C01264, C02773, C03201, C03372, C03454, C03715, C03820, C03968, C04317, C04361, C04475, C04517, C04598, C04635, C04756, C05212, C05977, C15645, C15646, C15647, C20825, C20859	sn-Glycero-3-phosphocholine, Plasmenylcholine, sn-Glycero-3-phosphoethanolamine, 2-Acetyl-1-alkyl-sn-glycero-3-phosphate, 1-Alkyl-sn-glycerol, 1-Alkyl-2-acylglycerol, Acylglycerone phosphate, 1-Alkenyl-2-acylglycerol, O-Alkylglycerone phosphate, 1-Alkyl-2-acetyl-sn-glycerol, 1-Alkyl-sn-glycero-3-phosphate, 1-Organyl-2-lyso-sn-glycero-3-phosphocholine, 1-O-Alkyl-2-acetyl-3-acyl-sn-glycerol, 1-Alkyl-2-acylglycerophosphoethanolamine, 1-(1-Alkenyl)-sn-glycero-3-phosphocholine, 2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine, 1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine, O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine, 1-Radyl-2-acyl-sn-glycero-3-phosphocholine, 2-Acyl-1-alkyl-sn-glycero-3-phosphate, 1-(1-Alkenyl)-sn-glycerol, 1-(1-Alkenyl)-sn-glycero-3-phosphate, 2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphate, Seminolipid, Galactosyl-1-alkyl-2-acylglycerol
Fatty acid biosynthesis	58	1	0.461	-0.817	0.64	0.77	0.447	0.011	2.64	1	Customised	Dodecanoic acid	C02679	C00024, C00083, C00154, C00173, C00229, C00249, C00383, C00638, C00685, C00693, C00712, C01203, C01209, C01271, C01530, C01571, C02679, C02843, C03939, C04088, C04180, C04246, C04618, C04619, C04620, C04633, C04688, C05223, C05744, C05745, C05746, C05747, C05748, C05749, C05750, C05751, C05752, C05753, C05754, C05755, C05756, C05757, C05758, C05759, C05760, C05761, C05762, C05763, C05764, C06423, C06424, C08362, C16219, C16220, C16221, C16520, C20683, C20794	Acetyl-CoA, Malonyl-CoA, Palmitoyl-CoA, Acyl-[acyl-carrier protein], Acyl-carrier protein, Hexadecanoic acid, Malonate, Long-chain fatty acid, 3-Oxoacyl-[acyl-carrier protein], trans-2,3-Dehydroacyl-[acyl-carrier protein], (9Z)-Octadecenoic acid, Oleoyl-[acyl-carrier protein], Malonyl-[acyl-carrier protein], (3R)-3-Hydroxyacyl-[acyl-carrier protein], Octadecanoic acid, Decanoic acid, Dodecanoic acid, Long-chain acyl-CoA, Acetyl-[acyl-carrier protein], Octadecanoyl-[acyl-carrier protein], cis-Dec-3-enoyl-[acp], But-2-enoyl-[acyl-carrier protein], (3R)-3-Hydroxybutanoyl-[acyl-carrier protein], (3R)-3-Hydroxydecanoyl-[acyl-carrier protein], (3R)-3-Hydroxyoctanoyl-[acyl-carrier protein], (3R)-3-Hydroxypalmitoyl-[acyl-carrier protein], (3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein], Dodecanoyl-[acyl-carrier protein], Acetoacetyl-[acp], Butyryl-[acp], 3-Oxohexanoyl-[acp], (R)-3-Hydroxyhexanoyl-[acp], trans-Hex-2-enoyl-[acp], Hexanoyl-[acp], 3-Oxooctanoyl-[acp], trans-Oct-2-enoyl-[acp], Octanoyl-[acp], 3-Oxodecanoyl-[acp], trans-Dec-2-enoyl-[acp], Decanoyl-[acp], 3-Oxododecanoyl-[acp], (R)-3-Hydroxydodecanoyl-[acp], trans-Dodec-2-enoyl-[acp], 3-Oxotetradecanoyl-[acp], trans-Tetradec-2-enoyl-[acp], Tetradecanoyl-[acp], 3-Oxohexadecanoyl-[acp], trans-Hexadec-2-enoyl-[acp], Hexadecanoyl-[acp], Octanoic acid, Tetradecanoic acid, (9Z)-Hexadecenoic acid, 3-Oxostearoyl-[acp], (R)-3-Hydroxyoctadecanoyl-[acp], (2E)-Octadecenoyl-[acp], Hexadecenoyl-[acyl-carrier protein], Long-chain acyl-[acyl-carrier protein], n-7 Unsaturated acyl-[acyl-carrier protein]
Fatty acid degradation	50	1	0.535	-0.654	0.56	0.73	0.521	0.0128	3.1	1	Customised	CoA	C00010	C00010, C00024, C00071, C00136, C00154, C00162, C00226, C00229, C00249, C00332, C00340, C00435, C00489, C00517, C00527, C00638, C00823, C00877, C01144, C01371, C01832, C01944, C02593, C02990, C03221, C03547, C03561, C05102, C05258, C05259, C05260, C05261, C05262, C05263, C05264, C05265, C05266, C05267, C05268, C05269, C05270, C05271, C05272, C05273, C05274, C05275, C05276, C05279, C05280, C20683	CoA, Acetyl-CoA, Aldehyde, Butanoyl-CoA, Palmitoyl-CoA, Fatty acid, Primary alcohol, Acyl-carrier protein, Hexadecanoic acid, Acetoacetyl-CoA, Reduced rubredoxin, Oxidized rubredoxin, Glutarate, Hexadecanal, Glutaryl-CoA, Long-chain fatty acid, 1-Hexadecanol, Crotonoyl-CoA, (S)-3-Hydroxybutanoyl-CoA, Alkane, Lauroyl-CoA, Octanoyl-CoA, Tetradecanoyl-CoA, L-Palmitoylcarnitine, 2-trans-Dodecenoyl-CoA, omega-Hydroxy fatty acid, (R)-3-Hydroxybutanoyl-CoA, alpha-Hydroxy fatty acid, (S)-3-Hydroxyhexadecanoyl-CoA, 3-Oxopalmitoyl-CoA, (S)-3-Hydroxytetradecanoyl-CoA, 3-Oxotetradecanoyl-CoA, (S)-3-Hydroxydodecanoyl-CoA, 3-Oxododecanoyl-CoA, (S)-Hydroxydecanoyl-CoA, 3-Oxodecanoyl-CoA, (S)-3-Hydroxyoctanoyl-CoA, 3-Oxooctanoyl-CoA, (S)-Hydroxyhexanoyl-CoA, 3-Oxohexanoyl-CoA, Hexanoyl-CoA, trans-Hex-2-enoyl-CoA, trans-Hexadec-2-enoyl-CoA, trans-Tetradec-2-enoyl-CoA, Decanoyl-CoA, trans-Dec-2-enoyl-CoA, trans-Oct-2-enoyl-CoA, trans,cis-Lauro-2,6-dienoyl-CoA, cis,cis-3,6-Dodecadienoyl-CoA, Long-chain acyl-[acyl-carrier protein]
Fructose and mannose metabolism	54	7	3.46	3.6	0.001	0.0048	4.01	1.5	9.22	1	Customised	GDP-mannose, Glycerone phosphate, (S)-Lactate, alpha-D-Glucose, L-Fucose 1-phosphate, beta-D-Fructose 1,6-bisphosphate, ADP-mannose	C00096, C00111, C00186, C00267, C02985, C05378, C06192	C00095, C00096, C00111, C00118, C00159, C00186, C00247, C00267, C00275, C00325, C00392, C00424, C00464, C00507, C00577, C00636, C00644, C00665, C00794, C00861, C00976, C01019, C01094, C01096, C01099, C01131, C01222, C01355, C01487, C01720, C01721, C01768, C01934, C02431, C02492, C02888, C02962, C02977, C02985, C02991, C03117, C03267, C03827, C03979, C05144, C05345, C05378, C05392, C06192, C11516, C11544, C18028, C18096, C20781	D-Fructose, GDP-mannose, Glycerone phosphate, D-Glyceraldehyde 3-phosphate, D-Mannose, (S)-Lactate, L-Sorbose, alpha-D-Glucose, D-Mannose 6-phosphate, GDP-L-fucose, Mannitol, (S)-Lactaldehyde, Mannan, L-Rhamnose, D-Glyceraldehyde, D-Mannose 1-phosphate, D-Mannitol 1-phosphate, beta-D-Fructose 2,6-bisphosphate, D-Sorbitol, L-Rhamnulose, GDP-D-mannuronate, 6-Deoxy-L-galactose, D-Fructose 1-phosphate, Sorbitol 6-phosphate, L-Fuculose 1-phosphate, L-Rhamnulose 1-phosphate, GDP-4-dehydro-6-deoxy-D-mannose, Fructan, D-Allose, L-Fuconate, L-Fuculose, (Alginate)n, L-Rhamnonate, L-Rhamnofuranose, 1,4-beta-D-Mannan, Sorbose 1-phosphate, D-Allose 6-phosphate, GDP-6-deoxy-D-talose, L-Fucose 1-phosphate, L-Rhamnono-1,4-lactone, GDP-6-deoxy-D-mannose, beta-D-Fructose 2-phosphate, 2-Dehydro-3-deoxy-L-fuconate, 2-Dehydro-3-deoxy-L-rhamnonate, (beta-D-Mannuronate)n, beta-D-Fructose 6-phosphate, beta-D-Fructose 1,6-bisphosphate, Oligouronide with 4-deoxy-alpha-L-erythro-hex-4-enopyranuronosyl group, ADP-mannose, 2-(alpha-D-Mannosyl)-3-phosphoglycerate, 2-O-(alpha-D-Mannosyl)-D-glycerate, L-Fucono-1,5-lactone, D-Allulose 6-phosphate, 2,4-Diketo-3-deoxy-L-fuconate
Galactose metabolism	46	4	2.32	1.78	0.03	0.076	2.5	0.64	7.08	1	Customised	UDP-glucose, Glycerone phosphate, myo-Inositol, alpha-D-Glucose	C00029, C00111, C00137, C00267	C00029, C00031, C00052, C00085, C00089, C00095, C00103, C00111, C00116, C00118, C00124, C00137, C00159, C00243, C00267, C00446, C00492, C00577, C00668, C00794, C00795, C00880, C00984, C01097, C01113, C01132, C01216, C01235, C01286, C01613, C01697, C02262, C02669, C03383, C03733, C03785, C05396, C05399, C05400, C05401, C05402, C05404, C05796, C06311, C06376, C06377	UDP-glucose, D-Glucose, UDP-alpha-D-galactose, D-Fructose 6-phosphate, Sucrose, D-Fructose, D-Glucose 1-phosphate, Glycerone phosphate, Glycerol, D-Glyceraldehyde 3-phosphate, D-Galactose, myo-Inositol, D-Mannose, Lactose, alpha-D-Glucose, alpha-D-Galactose 1-phosphate, Raffinose, D-Glyceraldehyde, alpha-D-Glucose 6-phosphate, D-Sorbitol, D-Tagatose, D-Galactonate, alpha-D-Galactose, D-Tagatose 6-phosphate, D-Galactose 6-phosphate, N-Acetyl-D-galactosamine, 2-Dehydro-3-deoxy-D-galactonate, alpha-D-Galactosyl-(1->3)-1D-myo-inositol, 2-Dehydro-3-deoxy-6-phospho-D-galactonate, Stachyose, Galactitol, D-Galactosamine, D-Galactono-1,5-lactone, D-Galactono-1,4-lactone, UDP-alpha-D-galactofuranose, D-Tagatose 1,6-bisphosphate, Lactose 6'-phosphate, Melibiitol, Epimelibiose, 3-beta-D-Galactosyl-sn-glycerol, Melibiose, D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose, Galactan, Galactitol 1-phosphate, N-Acetyl-D-galactosamine 6-phosphate, D-Galactosamine 6-phosphate
Glutathione metabolism	38	5	3.52	3.08	0.0032	0.012	4.03	1.2	10.7	1	Customised	L-Glutamate, Glutathione, L-Ornithine, L-Cysteine, Cys-Gly	C00025, C00051, C00077, C00097, C01419	C00005, C00006, C00024, C00025, C00037, C00051, C00072, C00077, C00097, C00127, C00134, C00151, C00315, C00669, C00750, C01322, C01419, C01672, C01879, C02090, C02320, C03170, C03646, C03740, C05422, C05726, C05727, C05729, C05730, C16562, C16563, C16564, C16565, C16566, C16567, C16568, C16663, C16664	NADPH, NADP+, Acetyl-CoA, L-Glutamate, Glycine, Glutathione, Ascorbate, L-Ornithine, L-Cysteine, Glutathione disulfide, Putrescine, L-Amino acid, Spermidine, gamma-L-Glutamyl-L-cysteine, Spermine, RX, Cys-Gly, Cadaverine, 5-Oxoproline, Trypanothione, R-S-Glutathione, Trypanothione disulfide, Bis-gamma-glutamylcystine, (5-L-Glutamyl)-L-amino acid, Dehydroascorbate, S-Substituted L-cysteine, S-Substituted N-acetyl-L-cysteine, R-S-Cysteinylglycine, Glutathionylspermidine, Glutathionylspermine, Bis(glutathionyl)spermine, Bis(glutathionyl)spermine disulfide, Aminopropylcadaverine, Glutathionylaminopropylcadaverine, Homotrypanothione, Homotrypanothione disulfide, Tryparedoxin, Tryparedoxin disulfide
Glycerolipid metabolism	38	4	2.81	2.22	0.014	0.043	3.1	0.785	8.91	1	Customised	UDP-glucose, sn-Glycerol 3-phosphate, Glycerone phosphate, 3-Phospho-D-glycerate	C00029, C00093, C00111, C00197	C00029, C00040, C00093, C00103, C00111, C00116, C00162, C00173, C00184, C00197, C00258, C00416, C00422, C00577, C00631, C00641, C00681, C00969, C01885, C02133, C02457, C03692, C04046, C04315, C04872, C05401, C06037, C06038, C06040, C06041, C06042, C06364, C06365, C11521, C13508, C20897, C20898, C20991	UDP-glucose, Acyl-CoA, sn-Glycerol 3-phosphate, D-Glucose 1-phosphate, Glycerone phosphate, Glycerol, Fatty acid, Acyl-[acyl-carrier protein], Glycerone, 3-Phospho-D-glycerate, D-Glycerate, Phosphatidate, Triacylglycerol, D-Glyceraldehyde, 2-Phospho-D-glycerate, 1,2-Diacyl-sn-glycerol, 1-Acyl-sn-glycerol 3-phosphate, 3-Hydroxypropanal, 1-Acylglycerol, Acyl phosphate, Propane-1,3-diol, 1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol, 3-D-Glucosyl-1,2-diacylglycerol, 2-Acyl-3-O-(beta-D-galactosyl)-sn-glycerol, 1,2-Diacyl-3-[3-(alpha-D-N-acetylneuraminyl)-beta-D-galactosyl]-sn-glycerol, 3-beta-D-Galactosyl-sn-glycerol, Digalactosyl-diacylglycerol, Acyl1-monogalactosyl-diacylglycerol, Diglucosyldiacylglycerol, Glycerophosphoglycoglycerolipid, Lipoteichoic acid, 1,2-Diacyl-3-alpha-D-glucosyl-sn-glycerol, alpha-Kojibiosyldiacylglycerol, UDP-6-sulfoquinovose, Sulfoquinovosyldiacylglycerol, Glycerophosphoglycoglycerolipid, Lipoteichoic acid, 1,2-Diacyl-3-O-[beta-D-galactosyl-(1->6)-beta-D-galactosyl]-sn-glycerol
Glycerophospholipid metabolism	56	10	4.77	5.62	9.1e-06	0.00011	6.03	2.64	12.5	1	Customised	L-Serine, sn-Glycerol 3-phosphate, Glycerone phosphate, Choline, CDP-choline, CDP-ethanolamine, Choline phosphate, sn-Glycero-3-phosphocholine, N-Methylethanolamine phosphate, Phosphodimethylethanolamine	C00065, C00093, C00111, C00114, C00307, C00570, C00588, C00670, C01210, C13482	C00040, C00065, C00084, C00093, C00111, C00114, C00157, C00189, C00269, C00307, C00344, C00346, C00350, C00416, C00513, C00570, C00588, C00623, C00641, C00670, C00681, C01194, C01210, C01233, C01241, C01996, C02737, C03372, C03819, C03872, C03892, C03974, C04230, C04233, C04308, C04438, C04590, C04638, C05973, C05974, C05976, C05980, C06771, C06772, C13482, C18059, C18125, C18126, C18129, C18168, C18169, C20466, C20518, C22340, C22341, C22342	Acyl-CoA, L-Serine, Acetaldehyde, sn-Glycerol 3-phosphate, Glycerone phosphate, Choline, Phosphatidylcholine, Ethanolamine, CDP-diacylglycerol, CDP-choline, Phosphatidylglycerol, Ethanolamine phosphate, Phosphatidylethanolamine, Phosphatidate, CDP-glycerol, CDP-ethanolamine, Choline phosphate, sn-Glycerol 1-phosphate, 1,2-Diacyl-sn-glycerol, sn-Glycero-3-phosphocholine, 1-Acyl-sn-glycerol 3-phosphate, 1-Phosphatidyl-D-myo-inositol, N-Methylethanolamine phosphate, sn-Glycero-3-phosphoethanolamine, Phosphatidyl-N-methylethanolamine, Acetylcholine, Phosphatidylserine, Acylglycerone phosphate, 1-Acylglycerophosphoinositol, L-Serine-phosphoethanolamine, Phosphatidylglycerophosphate, 2-Acyl-sn-glycerol 3-phosphate, 1-Acyl-sn-glycero-3-phosphocholine, 2-Acyl-sn-glycero-3-phosphocholine, Phosphatidyl-N-dimethylethanolamine, 1-Acyl-sn-glycero-3-phosphoethanolamine, 3-(O-Geranylgeranyl)-sn-glycerol 1-phosphate, 2,3-Bis-O-(geranylgeranyl)glycerol 1-phosphate, 2-Acyl-sn-glycero-3-phosphoethanolamine, 2-Acyl-sn-glycero-3-phosphoserine, Aminoacyl-phosphatidylglycerol, Cardiolipin, Triethanolamine, Diethanolamine, Phosphodimethylethanolamine, CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol, 1-Acyl-sn-glycero-3-phosphoserine, 1-Acyl-sn-glycero-3-phosphoglycerol, Monolysocardiolipin, Diacylglycerylhomoserine, Diacylglyceryl-N,N,N-trimethylhomoserine, 2,3-Bis-O-(geranylgeranyl)-sn-glycero-1-phospho-L-serine, 2,3-Bis-(O-phytanyl)-sn-glycerol 1-phosphate, Heptaprenylglyceryl phosphate, Heptaprenylglycerol, Diacetylheptaprenylglycerol
Glycine, serine and threonine metabolism	48	10	5.57	6.29	2.2e-06	3.5e-05	7.31	3.16	15.5	1	Customised	Pyruvate, L-Serine, L-Tryptophan, L-Cysteine, Choline, L-Threonine, 3-Phospho-D-glycerate, Creatine, Betaine, L-Cystathionine	C00022, C00065, C00078, C00097, C00114, C00188, C00197, C00300, C00719, C02291	C00011, C00014, C00022, C00037, C00048, C00049, C00065, C00078, C00097, C00101, C00109, C00114, C00143, C00168, C00188, C00197, C00213, C00258, C00263, C00300, C00430, C00441, C00546, C00576, C00581, C00631, C00719, C00740, C00986, C01005, C01026, C01102, C01242, C01888, C02051, C02291, C02737, C02972, C03082, C03194, C03232, C03283, C03508, C05519, C06231, C06442, C16432, C19929	CO2, Ammonia, Pyruvate, Glycine, Glyoxylate, L-Aspartate, L-Serine, L-Tryptophan, L-Cysteine, Tetrahydrofolate, 2-Oxobutanoate, Choline, 5,10-Methylenetetrahydrofolate, Hydroxypyruvate, L-Threonine, 3-Phospho-D-glycerate, Sarcosine, D-Glycerate, L-Homoserine, Creatine, 5-Aminolevulinate, L-Aspartate 4-semialdehyde, Methylglyoxal, Betaine aldehyde, Guanidinoacetate, 2-Phospho-D-glycerate, Betaine, D-Serine, 1,3-Diaminopropane, O-Phospho-L-serine, N,N-Dimethylglycine, O-Phospho-L-homoserine, [Protein]-S8-aminomethyldihydrolipoyllysine, Aminoacetone, Lipoylprotein, L-Cystathionine, Phosphatidylserine, Dihydrolipoylprotein, 4-Phospho-L-aspartate, (R)-1-Aminopropan-2-ol, 3-Phosphonooxypyruvate, L-2,4-Diaminobutanoate, L-2-Amino-3-oxobutanoic acid, L-Allothreonine, Ectoine, N(gamma)-Acetyldiaminobutyrate, 5-Hydroxyectoine, N(alpha)-Acetyl-L-2,4-diaminobutyrate
Glycolysis / Gluconeogenesis	31	6	5.17	4.6	0.00018	0.00097	6.45	2.12	16.5	1	Customised	Pyruvate, Glycerone phosphate, (S)-Lactate, 3-Phospho-D-glycerate, alpha-D-Glucose, beta-D-Fructose 1,6-bisphosphate	C00022, C00111, C00186, C00197, C00267, C05378	C00022, C00024, C00031, C00033, C00036, C00068, C00074, C00084, C00103, C00111, C00118, C00186, C00197, C00221, C00236, C00267, C00469, C00631, C00668, C01159, C01172, C01451, C05125, C05345, C05378, C06186, C06187, C06188, C15972, C15973, C16255	Pyruvate, Acetyl-CoA, D-Glucose, Acetate, Oxaloacetate, Thiamin diphosphate, Phosphoenolpyruvate, Acetaldehyde, D-Glucose 1-phosphate, Glycerone phosphate, D-Glyceraldehyde 3-phosphate, (S)-Lactate, 3-Phospho-D-glycerate, beta-D-Glucose, 3-Phospho-D-glyceroyl phosphate, alpha-D-Glucose, Ethanol, 2-Phospho-D-glycerate, alpha-D-Glucose 6-phosphate, 2,3-Bisphospho-D-glycerate, beta-D-Glucose 6-phosphate, Salicin, 2-(alpha-Hydroxyethyl)thiamine diphosphate, beta-D-Fructose 6-phosphate, beta-D-Fructose 1,6-bisphosphate, Arbutin, Arbutin 6-phosphate, Salicin 6-phosphate, Enzyme N6-(lipoyl)lysine, Enzyme N6-(dihydrolipoyl)lysine, [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine
Glyoxylate and dicarboxylate metabolism	64	9	3.76	4.4	0.00016	9e-04	4.48	1.9	9.46	1	Customised	Pyruvate, L-Glutamate, Succinate, L-Glutamine, L-Serine, Glycerone phosphate, (S)-Malate, Citrate, 3-Phospho-D-glycerate	C00022, C00025, C00042, C00064, C00065, C00111, C00149, C00158, C00197	C00007, C00011, C00014, C00022, C00024, C00025, C00026, C00027, C00033, C00036, C00037, C00042, C00048, C00058, C00064, C00065, C00091, C00100, C00111, C00136, C00149, C00158, C00160, C00168, C00197, C00209, C00258, C00266, C00311, C00313, C00332, C00417, C00552, C00631, C00683, C00798, C00877, C00888, C00898, C00975, C00988, C01127, C01146, C01182, C01213, C01380, C01732, C01989, C01990, C02123, C02405, C03217, C03459, C03548, C03561, C03618, C04348, C06027, C06028, C06049, C18026, C18324, C20238, C22337	Oxygen, CO2, Ammonia, Pyruvate, Acetyl-CoA, L-Glutamate, 2-Oxoglutarate, Hydrogen peroxide, Acetate, Oxaloacetate, Glycine, Succinate, Glyoxylate, Formate, L-Glutamine, L-Serine, Succinyl-CoA, Propanoyl-CoA, Glycerone phosphate, Butanoyl-CoA, (S)-Malate, Citrate, Glycolate, Hydroxypyruvate, 3-Phospho-D-glycerate, Oxalate, D-Glycerate, Glycolaldehyde, Isocitrate, Oxalyl-CoA, Acetoacetyl-CoA, cis-Aconitate, meso-Tartaric acid, 2-Phospho-D-glycerate, (S)-Methylmalonyl-CoA, Formyl-CoA, Crotonoyl-CoA, Pentanoyl-CoA, (R,R)-Tartaric acid, Dihydroxyfumarate, 2-Phosphoglycolate, 4-Hydroxy-2-oxoglutarate, 2-Hydroxy-3-oxopropanoate, D-Ribulose 1,5-bisphosphate, (R)-Methylmalonyl-CoA, Ethylene glycol, Mesaconate, 3-Ethylmalate, 3-Oxalomalate, 3-Propylmalate, Formyl phosphate, 2-Hydroxy-3-oxoadipate, 2-Hydroxy-3-oxosuccinate, trans-2,3-Epoxysuccinate, (R)-3-Hydroxybutanoyl-CoA, L-threo-3-Methylaspartate, L-Malyl-CoA, L-erythro-3-Methylmalyl-CoA, 2-Methylfumaryl-CoA, N-Formylderivatives, (2S)-Ethylmalonyl-CoA, (2S)-Methylsuccinyl-CoA, (2R)-Ethylmalonyl-CoA, D-Ribulose 1-phosphate
