name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu	distance	namespace	members_Overlap	members_Overlap_keggid	members_Anno_keggid	members_Anno
Citrate cycle (TCA cycle)	30	13	1.21	0.877	0.14	0.67	1.38	0.613	3.05	1	Customised	ACLY, ACO1, DLST, FH, IDH2, MDH1, MDH2, OGDHL, PDHA1, SDHB, SDHC, SUCLA2, SUCLG2	ACLY, ACO1, DLST, FH, IDH2, MDH1, MDH2, OGDHL, PDHA1, SDHB, SDHC, SUCLA2, SUCLG2	ACLY, ACO1, ACO2, CS, DLAT, DLD, DLST, FH, IDH1, IDH2, IDH3A, IDH3B, IDH3G, MDH1, MDH2, OGDH, OGDHL, PC, PCK1, PCK2, PDHA1, PDHA2, PDHB, SDHA, SDHB, SDHC, SDHD, SUCLA2, SUCLG1, SUCLG2	ACLY, ACO1, ACO2, CS, DLAT, DLD, DLST, FH, IDH1, IDH2, IDH3A, IDH3B, IDH3G, MDH1, MDH2, OGDH, OGDHL, PC, PCK1, PCK2, PDHA1, PDHA2, PDHB, SDHA, SDHB, SDHC, SDHD, SUCLA2, SUCLG1, SUCLG2
Cysteine and methionine metabolism	51	24	1.32	1.71	0.033	0.4	1.62	0.888	2.95	1	Customised	AHCY, AHCYL1, AHCYL2, AMD1, BCAT2, CBS, CDO1, DNMT1, DNMT3A, DNMT3B, ENOPH1, GCLM, GOT2, GSS, KYAT3, LDHA, LDHB, MDH1, MDH2, MRI1, PHGDH, PSAT1, SMS, SRM	AHCY, AHCYL1, AHCYL2, AMD1, BCAT2, CBS, CDO1, DNMT1, DNMT3A, DNMT3B, ENOPH1, GCLM, GOT2, GSS, KYAT3, LDHA, LDHB, MDH1, MDH2, MRI1, PHGDH, PSAT1, SMS, SRM	ADI1, AGXT2, AHCY, AHCYL1, AHCYL2, AMD1, APIP, BCAT1, BCAT2, BHMT, BHMT2, CBS, CDO1, CTH, DNMT1, DNMT3A, DNMT3B, ENOPH1, GCLC, GCLM, GOT1, GOT1L1, GOT2, GSS, IL4I1, KYAT1, KYAT3, LACC1, LDHA, LDHAL6A, LDHAL6B, LDHB, LDHC, LOC102724560, MAT1A, MAT2A, MAT2B, MDH1, MDH2, MPST, MRI1, MTAP, MTR, PHGDH, PSAT1, SDS, SDSL, SMS, SRM, TAT, TST	ADI1, AGXT2, AHCY, AHCYL1, AHCYL2, AMD1, APIP, BCAT1, BCAT2, BHMT, BHMT2, CBS, CDO1, CTH, DNMT1, DNMT3A, DNMT3B, ENOPH1, GCLC, GCLM, GOT1, GOT1L1, GOT2, GSS, IL4I1, KYAT1, KYAT3, LACC1, LDHA, LDHAL6A, LDHAL6B, LDHB, LDHC, LOC102724560, MAT1A, MAT2A, MAT2B, MDH1, MDH2, MPST, MRI1, MTAP, MTR, PHGDH, PSAT1, SDS, SDSL, SMS, SRM, TAT, TST
D-Amino acid metabolism	6	3	1.4	0.73	0.13	0.67	1.8	0.241	13.5	1	Customised	DGLUCY, GLS, GLS2	DGLUCY, GLS, GLS2	DAO, DDO, DGLUCY, GLS, GLS2, SRR	DAO, DDO, DGLUCY, GLS, GLS2, SRR
Drug metabolism - cytochrome P450	72	17	0.661	-2.19	0.98	1	0.543	0.293	0.961	1	Customised	ADH1B, ADH1C, ALDH3B1, AOX1, CYP2E1, CYP3A5, FMO1, FMO2, FMO4, FMO5, GSTM2, GSTM3, GSTM5, GSTO2, GSTP1, HPGDS, MAOA	ADH1B, ADH1C, ALDH3B1, AOX1, CYP2E1, CYP3A5, FMO1, FMO2, FMO4, FMO5, GSTM2, GSTM3, GSTM5, GSTO2, GSTP1, HPGDS, MAOA	ADH1A, ADH1B, ADH1C, ADH4, ADH5, ADH6, ADH7, ALDH3A1, ALDH3B1, ALDH3B2, AOX1, CYP1A2, CYP2A6, CYP2A7, CYP2B6, CYP2C19, CYP2C8, CYP2C9, CYP2D6, CYP2D7, CYP2E1, CYP3A4, CYP3A5, FMO1, FMO2, FMO3, FMO4, FMO5, GSTA1, GSTA2, GSTA3, GSTA4, GSTA5, GSTK1, GSTM1, GSTM2, GSTM3, GSTM4, GSTM5, GSTO1, GSTO2, GSTP1, GSTT1, GSTT2, GSTT2B, HPGDS, LOC107987478, LOC107987479, MAOA, MAOB, MGST1, MGST2, MGST3, UGT1A1, UGT1A10, UGT1A3, UGT1A4, UGT1A5, UGT1A6, UGT1A7, UGT1A8, UGT1A9, UGT2A1, UGT2A2, UGT2A3, UGT2B10, UGT2B11, UGT2B15, UGT2B17, UGT2B28, UGT2B4, UGT2B7	ADH1A, ADH1B, ADH1C, ADH4, ADH5, ADH6, ADH7, ALDH3A1, ALDH3B1, ALDH3B2, AOX1, CYP1A2, CYP2A6, CYP2A7, CYP2B6, CYP2C19, CYP2C8, CYP2C9, CYP2D6, CYP2D7, CYP2E1, CYP3A4, CYP3A5, FMO1, FMO2, FMO3, FMO4, FMO5, GSTA1, GSTA2, GSTA3, GSTA4, GSTA5, GSTK1, GSTM1, GSTM2, GSTM3, GSTM4, GSTM5, GSTO1, GSTO2, GSTP1, GSTT1, GSTT2, GSTT2B, HPGDS, LOC107987478, LOC107987479, MAOA, MAOB, MGST1, MGST2, MGST3, UGT1A1, UGT1A10, UGT1A3, UGT1A4, UGT1A5, UGT1A6, UGT1A7, UGT1A8, UGT1A9, UGT2A1, UGT2A2, UGT2A3, UGT2B10, UGT2B11, UGT2B15, UGT2B17, UGT2B28, UGT2B4, UGT2B7
Drug metabolism - other enzymes	80	20	0.7	-2.05	0.98	1	0.586	0.331	0.998	1	Customised	CES1, CYP2E1, DPYD, DPYS, GMPS, GSTM2, GSTM3, GSTM5, GSTO2, GSTP1, HPRT1, NAT1, NME1, NME2, RRM1, RRM2, TK1, TK2, UCK2, UMPS	CES1, CYP2E1, DPYD, DPYS, GMPS, GSTM2, GSTM3, GSTM5, GSTO2, GSTP1, HPRT1, NAT1, NME1, NME2, RRM1, RRM2, TK1, TK2, UCK2, UMPS	CDA, CES1, CES2, CMPK1, CYP2A6, CYP2A7, CYP2E1, CYP3A4, DPYD, DPYS, DUT, GMPS, GSTA1, GSTA2, GSTA3, GSTA4, GSTA5, GSTM1, GSTM2, GSTM3, GSTM4, GSTM5, GSTO1, GSTO2, GSTP1, GSTT1, GSTT2, GSTT2B, GUSB, HPRT1, IMPDH1, IMPDH2, ITPA, MGST1, MGST2, MGST3, MPO, NAT1, NAT2, NME1, NME1-NME2, NME2, NME3, NME4, NME6, NME7, RRM1, RRM2, RRM2B, TK1, TK2, TPMT, TYMP, UCK1, UCK2, UCKL1, UGT1A1, UGT1A10, UGT1A3, UGT1A4, UGT1A5, UGT1A6, UGT1A7, UGT1A8, UGT1A9, UGT2A1, UGT2A2, UGT2A3, UGT2B10, UGT2B11, UGT2B15, UGT2B17, UGT2B28, UGT2B4, UGT2B7, UMPS, UPB1, UPP1, UPP2, XDH	CDA, CES1, CES2, CMPK1, CYP2A6, CYP2A7, CYP2E1, CYP3A4, DPYD, DPYS, DUT, GMPS, GSTA1, GSTA2, GSTA3, GSTA4, GSTA5, GSTM1, GSTM2, GSTM3, GSTM4, GSTM5, GSTO1, GSTO2, GSTP1, GSTT1, GSTT2, GSTT2B, GUSB, HPRT1, IMPDH1, IMPDH2, ITPA, MGST1, MGST2, MGST3, MPO, NAT1, NAT2, NME1, NME1-NME2, NME2, NME3, NME4, NME6, NME7, RRM1, RRM2, RRM2B, TK1, TK2, TPMT, TYMP, UCK1, UCK2, UCKL1, UGT1A1, UGT1A10, UGT1A3, UGT1A4, UGT1A5, UGT1A6, UGT1A7, UGT1A8, UGT1A9, UGT2A1, UGT2A2, UGT2A3, UGT2B10, UGT2B11, UGT2B15, UGT2B17, UGT2B28, UGT2B4, UGT2B7, UMPS, UPB1, UPP1, UPP2, XDH
Ether lipid metabolism	50	16	0.896	-0.559	0.65	1	0.842	0.43	1.58	1	Customised	CEPT1, ENPP2, JMJD7-PLA2G4B, LPCAT1, PAFAH1B1, PAFAH2, PLA2G4C, PLA2G4F, PLA2G6, PLB1, PLD1, PLD4, PLPP1, PLPP3, SELENOI, UGT8	CEPT1, ENPP2, JMJD7-PLA2G4B, LPCAT1, PAFAH1B1, PAFAH2, PLA2G4C, PLA2G4F, PLA2G6, PLB1, PLD1, PLD4, PLPP1, PLPP3, SELENOI, UGT8	AGPS, CEPT1, CHPT1, ENPP2, ENPP6, GAL3ST1, GDPD1, GDPD3, JMJD7-PLA2G4B, LPCAT1, LPCAT2, LPCAT4, PAFAH1B1, PAFAH1B2, PAFAH1B3, PAFAH2, PEDS1, PEDS1-UBE2V1, PLA2G10, PLA2G12A, PLA2G12B, PLA2G1B, PLA2G2A, PLA2G2C, PLA2G2D, PLA2G2E, PLA2G2F, PLA2G3, PLA2G4A, PLA2G4B, PLA2G4C, PLA2G4D, PLA2G4E, PLA2G4F, PLA2G5, PLA2G6, PLA2G7, PLAAT2, PLAAT3, PLB1, PLD1, PLD2, PLD3, PLD4, PLPP1, PLPP2, PLPP3, SELENOI, TMEM86B, UGT8	AGPS, CEPT1, CHPT1, ENPP2, ENPP6, GAL3ST1, GDPD1, GDPD3, JMJD7-PLA2G4B, LPCAT1, LPCAT2, LPCAT4, PAFAH1B1, PAFAH1B2, PAFAH1B3, PAFAH2, PEDS1, PEDS1-UBE2V1, PLA2G10, PLA2G12A, PLA2G12B, PLA2G1B, PLA2G2A, PLA2G2C, PLA2G2D, PLA2G2E, PLA2G2F, PLA2G3, PLA2G4A, PLA2G4B, PLA2G4C, PLA2G4D, PLA2G4E, PLA2G4F, PLA2G5, PLA2G6, PLA2G7, PLAAT2, PLAAT3, PLB1, PLD1, PLD2, PLD3, PLD4, PLPP1, PLPP2, PLPP3, SELENOI, TMEM86B, UGT8
Fatty acid biosynthesis	18	4	0.622	-1.2	0.83	1	0.511	0.122	1.64	1	Customised	ACACA, ACACB, CBR4, HSD17B8	ACACA, ACACB, CBR4, HSD17B8	ACACA, ACACB, ACSBG1, ACSBG2, ACSF3, ACSL1, ACSL3, ACSL4, ACSL5, ACSL6, CBR4, FASN, HSD17B8, HTD2, MCAT, MECR, OLAH, OXSM	ACACA, ACACB, ACSBG1, ACSBG2, ACSF3, ACSL1, ACSL3, ACSL4, ACSL5, ACSL6, CBR4, FASN, HSD17B8, HTD2, MCAT, MECR, OLAH, OXSM
Fatty acid degradation	43	12	0.781	-1.08	0.82	1	0.69	0.32	1.39	1	Customised	ACADS, ACADSB, ACADVL, ACAT2, ACOX3, ADH1B, ADH1C, ALDH3A2, CPT1A, CPT2, CYP2U1, ECI2	ACADS, ACADSB, ACADVL, ACAT2, ACOX3, ADH1B, ADH1C, ALDH3A2, CPT1A, CPT2, CYP2U1, ECI2	ACAA1, ACAA2, ACADL, ACADM, ACADS, ACADSB, ACADVL, ACAT1, ACAT2, ACOX1, ACOX3, ACSBG1, ACSBG2, ACSL1, ACSL3, ACSL4, ACSL5, ACSL6, ADH1A, ADH1B, ADH1C, ADH4, ADH5, ADH6, ADH7, ALDH1B1, ALDH2, ALDH3A2, ALDH7A1, ALDH9A1, CPT1A, CPT1B, CPT1C, CPT2, CYP2U1, ECHS1, ECI1, ECI2, EHHADH, GCDH, HADH, HADHA, HADHB	ACAA1, ACAA2, ACADL, ACADM, ACADS, ACADSB, ACADVL, ACAT1, ACAT2, ACOX1, ACOX3, ACSBG1, ACSBG2, ACSL1, ACSL3, ACSL4, ACSL5, ACSL6, ADH1A, ADH1B, ADH1C, ADH4, ADH5, ADH6, ADH7, ALDH1B1, ALDH2, ALDH3A2, ALDH7A1, ALDH9A1, CPT1A, CPT1B, CPT1C, CPT2, CYP2U1, ECHS1, ECI1, ECI2, EHHADH, GCDH, HADH, HADHA, HADHB
Fatty acid elongation	27	10	1.04	0.143	0.36	0.78	1.06	0.43	2.47	1	Customised	ACOT1, ACOT2, ACOT4, ACOT7, ELOVL1, ELOVL2, ELOVL5, ELOVL6, HSD17B12, PPT1	ACOT1, ACOT2, ACOT4, ACOT7, ELOVL1, ELOVL2, ELOVL5, ELOVL6, HSD17B12, PPT1	ACAA2, ACOT1, ACOT2, ACOT4, ACOT7, ECHS1, ELOVL1, ELOVL2, ELOVL3, ELOVL4, ELOVL5, ELOVL6, ELOVL7, HACD1, HACD2, HACD3, HACD4, HADH, HADHA, HADHB, HSD17B12, MECR, PPT1, PPT2, TECR, THEM4, THEM5	ACAA2, ACOT1, ACOT2, ACOT4, ACOT7, ECHS1, ELOVL1, ELOVL2, ELOVL3, ELOVL4, ELOVL5, ELOVL6, ELOVL7, HACD1, HACD2, HACD3, HACD4, HADH, HADHA, HADHB, HSD17B12, MECR, PPT1, PPT2, TECR, THEM4, THEM5
Folate biosynthesis	26	10	1.08	0.293	0.3	0.78	1.13	0.454	2.66	1	Customised	ALPL, CBR1, DHFR, DHFR2, GGH, GPHN, MOCOS, MOCS1, MOCS2, QDPR	ALPL, CBR1, DHFR, DHFR2, GGH, GPHN, MOCOS, MOCS1, MOCS2, QDPR	AKR1B1, AKR1B10, AKR1C3, ALPG, ALPI, ALPL, ALPP, CBR1, DHFR, DHFR2, FPGS, GCH1, GGH, GPHN, MOCOS, MOCS1, MOCS2, PAH, PCBD1, PCBD2, PTS, QDPR, SPR, TH, TPH1, TPH2	AKR1B1, AKR1B10, AKR1C3, ALPG, ALPI, ALPL, ALPP, CBR1, DHFR, DHFR2, FPGS, GCH1, GGH, GPHN, MOCOS, MOCS1, MOCS2, PAH, PCBD1, PCBD2, PTS, QDPR, SPR, TH, TPH1, TPH2
Fructose and mannose metabolism	33	9	0.763	-1.02	0.8	1	0.67	0.272	1.5	1	Customised	ENOSF1, FBP1, GMDS, MPI, PFKFB1, PFKFB2, PFKFB4, TKFC, TPI1	ENOSF1, FBP1, GMDS, MPI, PFKFB1, PFKFB2, PFKFB4, TKFC, TPI1	AKR1B1, AKR1B10, ALDOA, ALDOB, ALDOC, ENOSF1, FBP1, FBP2, FCSK, FPGT, GFUS, GMDS, GMPPA, GMPPB, HK1, HK2, HK3, HKDC1, KHK, MPI, PFKFB1, PFKFB2, PFKFB3, PFKFB4, PFKL, PFKM, PFKP, PMM1, PMM2, SORD, TIGAR, TKFC, TPI1	AKR1B1, AKR1B10, ALDOA, ALDOB, ALDOC, ENOSF1, FBP1, FBP2, FCSK, FPGT, GFUS, GMDS, GMPPA, GMPPB, HK1, HK2, HK3, HKDC1, KHK, MPI, PFKFB1, PFKFB2, PFKFB3, PFKFB4, PFKL, PFKM, PFKP, PMM1, PMM2, SORD, TIGAR, TKFC, TPI1
Galactose metabolism	31	4	0.361	-2.68	1	1	0.262	0.0662	0.756	1	Customised	B4GALT2, GALE, GANC, MGAM	B4GALT2, GALE, GANC, MGAM	AKR1B1, AKR1B10, B4GALT1, B4GALT2, G6PC1, G6PC2, G6PC3, GAA, GALE, GALK1, GALM, GALT, GANC, GCK, GLA, GLB1, HK1, HK2, HK3, HKDC1, LALBA, LCT, MGAM, MGAM2, PFKL, PFKM, PFKP, PGM1, PGM2, SI, UGP2	AKR1B1, AKR1B10, B4GALT1, B4GALT2, G6PC1, G6PC2, G6PC3, GAA, GALE, GALK1, GALM, GALT, GANC, GCK, GLA, GLB1, HK1, HK2, HK3, HKDC1, LALBA, LCT, MGAM, MGAM2, PFKL, PFKM, PFKP, PGM1, PGM2, SI, UGP2
