name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu	distance	namespace	members_Overlap	members_Overlap_keggid	members_Anno_keggid	members_Anno
Glyoxylate and dicarboxylate metabolism	94	2	3.58	1.95	0.018	0.098	3.84	0.435	15.7	1	Customised	L-Glutamate, (S)-Malate	C00025, C00149	ACAT1, ACAT2, ACO1, ACO2, ACSS1, ACSS2, AFMID, AGXT, AMT, C00007, C00011, C00014, C00022, C00024, C00025, C00026, C00027, C00033, C00036, C00037, C00042, C00048, C00058, C00064, C00065, C00091, C00100, C00111, C00136, C00149, C00158, C00160, C00168, C00197, C00209, C00258, C00266, C00311, C00313, C00332, C00417, C00552, C00631, C00683, C00798, C00877, C00888, C00898, C00975, C00988, C01127, C01146, C01182, C01213, C01380, C01732, C01989, C01990, C02123, C02405, C03217, C03459, C03548, C03561, C03618, C04348, C06027, C06028, C06049, C18026, C18324, C20238, C22337, CAT, CS, DLD, GCSH, GLDC, GLUL, GLYCTK, GRHPR, HAO1, HAO2, HOGA1, HYI, MCEE, MDH1, MDH2, MMUT, PCCA, PCCB, PGP, SHMT1, SHMT2	ACAT1, ACAT2, ACO1, ACO2, ACSS1, ACSS2, AFMID, AGXT, AMT, Oxygen, CO2, Ammonia, Pyruvate, Acetyl-CoA, L-Glutamate, 2-Oxoglutarate, Hydrogen peroxide, Acetate, Oxaloacetate, Glycine, Succinate, Glyoxylate, Formate, L-Glutamine, L-Serine, Succinyl-CoA, Propanoyl-CoA, Glycerone phosphate, Butanoyl-CoA, (S)-Malate, Citrate, Glycolate, Hydroxypyruvate, 3-Phospho-D-glycerate, Oxalate, D-Glycerate, Glycolaldehyde, Isocitrate, Oxalyl-CoA, Acetoacetyl-CoA, cis-Aconitate, meso-Tartaric acid, 2-Phospho-D-glycerate, (S)-Methylmalonyl-CoA, Formyl-CoA, Crotonoyl-CoA, Pentanoyl-CoA, (R,R)-Tartaric acid, Dihydroxyfumarate, 2-Phosphoglycolate, 4-Hydroxy-2-oxoglutarate, 2-Hydroxy-3-oxopropanoate, D-Ribulose 1,5-bisphosphate, (R)-Methylmalonyl-CoA, Ethylene glycol, Mesaconate, 3-Ethylmalate, 3-Oxalomalate, 3-Propylmalate, Formyl phosphate, 2-Hydroxy-3-oxoadipate, 2-Hydroxy-3-oxosuccinate, trans-2,3-Epoxysuccinate, (R)-3-Hydroxybutanoyl-CoA, L-threo-3-Methylaspartate, L-Malyl-CoA, L-erythro-3-Methylmalyl-CoA, 2-Methylfumaryl-CoA, N-Formylderivatives, (2S)-Ethylmalonyl-CoA, (2S)-Methylsuccinyl-CoA, (2R)-Ethylmalonyl-CoA, D-Ribulose 1-phosphate, CAT, CS, DLD, GCSH, GLDC, GLUL, GLYCTK, GRHPR, HAO1, HAO2, HOGA1, HYI, MCEE, MDH1, MDH2, MMUT, PCCA, PCCB, PGP, SHMT1, SHMT2
Histidine metabolism	69	3	7.32	4.09	0.00066	0.0092	8.39	1.58	28.6	1	Customised	L-Glutamate, L-Aspartate, Histamine	C00025, C00049, C00388	ALDH1B1, ALDH2, ALDH3A1, ALDH3A2, ALDH3B1, ALDH3B2, ALDH7A1, ALDH9A1, AMDHD1, AOC1, ASPA, C00025, C00026, C00049, C00119, C00135, C00386, C00388, C00439, C00785, C00860, C01044, C01045, C01100, C01152, C01262, C01267, C01929, C02739, C02741, C02835, C03277, C03409, C03680, C04437, C04666, C04677, C04896, C04916, C05127, C05130, C05131, C05133, C05135, C05565, C05568, C05570, C05571, C05572, C05575, C05827, C05828, C05829, C16673, C16674, C20522, C20994, C20995, CARNMT1, CARNS1, CNDP1, CNDP2, FTCD, HAL, HDC, HNMT, MAOA, MAOB, UROC1	ALDH1B1, ALDH2, ALDH3A1, ALDH3A2, ALDH3B1, ALDH3B2, ALDH7A1, ALDH9A1, AMDHD1, AOC1, ASPA, L-Glutamate, 2-Oxoglutarate, L-Aspartate, 5-Phospho-alpha-D-ribose 1-diphosphate, L-Histidine, Carnosine, Histamine, N-Formimino-L-glutamate, Urocanate, L-Histidinol, N-Formyl-L-aspartate, N-Formyl-L-glutamate, L-Histidinol phosphate, N(pi)-Methyl-L-histidine, beta-Alanyl-N(pi)-methyl-L-histidine, 3-(Imidazol-4-yl)-2-oxopropyl phosphate, L-Histidinal, 1-(5-Phospho-D-ribosyl)-ATP, Phosphoribosyl-AMP, Imidazole-4-acetate, Imidazol-5-yl-pyruvate, N-Formimino-L-aspartate, 4-Imidazolone-5-propanoate, 1-(5-Phosphoribosyl)imidazole-4-acetate, D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate, 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide, 5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide, N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide, N-Methylhistamine, Imidazole-4-acetaldehyde, (1-Ribosylimidazole)-4-acetate, 4-Imidazolone-5-acetate, 4-(beta-Acetylaminoethyl)imidazole, Hydantoin-5-propionate, Imidazole lactate, Ergothioneine, Thiourocanic acid, 4-Oxoglutaramate, Hercynine, Methylimidazole acetaldehyde, Methylimidazoleacetic acid, N-Carbamyl-L-glutamate, Isoglutamine, Formylisoglutamine, Dihydrourocanate, S-(Hercyn-2-yl)-L-cysteine S-oxide, gamma-L-Glutamyl-S-(hercyn-2-yl)-L-cysteine S-oxide, CARNMT1, CARNS1, CNDP1, CNDP2, FTCD, HAL, HDC, HNMT, MAOA, MAOB, UROC1
Linoleic acid metabolism	58	1	2.9	1.13	0.046	0.19	3.01	0.0722	18.9	1	Customised	Arachidonate	C00219	ALOX15, C00157, C00219, C01595, C03242, C04056, C04717, C06426, C07289, C07338, C07354, C14762, C14765, C14766, C14767, C14825, C14826, C14827, C14828, C14829, C14831, C14832, C14833, C14834, C14835, C14836, C14837, C19937, C20186, CYP1A2, CYP2C19, CYP2C8, CYP2C9, CYP2E1, CYP2J2, CYP3A4, JMJD7-PLA2G4B, PLA2G10, PLA2G12A, PLA2G12B, PLA2G1B, PLA2G2A, PLA2G2C, PLA2G2D, PLA2G2E, PLA2G2F, PLA2G3, PLA2G4A, PLA2G4B, PLA2G4C, PLA2G4D, PLA2G4E, PLA2G4F, PLA2G5, PLA2G6, PLAAT2, PLAAT3, PLB1	ALOX15, Phosphatidylcholine, Arachidonate, Linoleate, Dihomo-gamma-linolenate, Rumenic acid, (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid, (6Z,9Z,12Z)-Octadecatrienoic acid, Crepenynate, (9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoic acid, (7S,8S)-DiHODE, 13(S)-HODE, 13-OxoODE, 9-OxoODE, 9(S)-HODE, 9(10)-EpOME, 12(13)-EpOME, 9(S)-HPODE, 9,10-DHOME, 12,13-DHOME, 8(R)-HPODE, 12,13-Epoxy-9-hydroxy-10-octadecenoate, 9,12,13-TriHOME, 9,10-Epoxy-13-hydroxy-11-octadecenoate, 9,10,13-TriHOME, 9,10-12,13-Diepoxyoctadecanoate, 9,10-Dihydroxy-12,13-epoxyoctadecanoate, (8E,10R,12Z)-10-Hydroperoxy-8,12-octadecadienoate, 5S,8R-DiHODE, CYP1A2, CYP2C19, CYP2C8, CYP2C9, CYP2E1, CYP2J2, CYP3A4, JMJD7-PLA2G4B, PLA2G10, PLA2G12A, PLA2G12B, PLA2G1B, PLA2G2A, PLA2G2C, PLA2G2D, PLA2G2E, PLA2G2F, PLA2G3, PLA2G4A, PLA2G4B, PLA2G4C, PLA2G4D, PLA2G4E, PLA2G4F, PLA2G5, PLA2G6, PLAAT2, PLAAT3, PLB1
Neomycin, kanamycin and gentamicin biosynthesis	86	2	3.92	2.11	0.014	0.083	4.21	0.477	17.3	1	Customised	L-Glutamate, D-Glucose	C00025, C00031	C00025, C00029, C00031, C00043, C00092, C00229, C00397, C00825, C00832, C00908, C01441, C01555, C01737, C01743, C01759, C01822, C01823, C01917, C02033, C02627, C07656, C12210, C12211, C15652, C17209, C17580, C17581, C17582, C17583, C17584, C17585, C17586, C17587, C17588, C17589, C17701, C17702, C17703, C17704, C17705, C17706, C17707, C17712, C17997, C18000, C18001, C18002, C18003, C18004, C18005, C18006, C18007, C18008, C18009, C20350, C20351, C20353, C20509, C20614, C20699, C21176, C21251, C21252, C21253, C21254, C21255, C21256, C21257, C21258, C21259, C21260, C21261, C21262, C21263, C21264, C21265, C21266, C21267, C21268, C21269, C21270, GCK, HK1, HK2, HK3, HKDC1	L-Glutamate, UDP-glucose, D-Glucose, UDP-N-acetyl-alpha-D-glucosamine, D-Glucose 6-phosphate, Acyl-carrier protein, Tobramycin, Kanamycin B, Paromomycin, Gentamicin C1a, Neamine, Apramycin, Neomycin B, Paromamine, Ribostamycin, Kanamycin A, Kanamycin C, Gentamicin A, Gentamicin C2, 2-Deoxystreptamine, Gentamicin C1, UDP-3-ketoglucose, UDP-kanosamine, Neomycin C, 2-Deoxy-scyllo-inosose, 2-Deoxy-scyllo-inosamine, 3-Amino-2,3-dideoxy-scyllo-inosose, 2'-N-Acetylparomamine, 6'-Dehydro-6'-oxoparomamine, Xylostasin, Butirosin A, Butirosin B, 2'''-N-Acetyl-6'''-deamino-6'''-hydroxyneomycin C, 6'''-Deamino-6'''-hydroxyneomycin C, 6'''-Deamino-6'''-oxoneomycin C, Gentamicin A2, Gentamicin X2, Antibiotic G-418, Antibiotic JI-20A, Antibiotic JI-20B, Gentamicin C2b, Lividomycin A, Paromomycin II, Oxyapramycin, Nebramycin factor 4, Nebramycin 5', 5-Ribosylparomamine, Lividomycin B, 5''-Phosphoribostamycin, gamma-L-Glutamyl-butirosin B, gamma-L-Glutamyl-[acp], 4-Aminobutyryl-[acp], 4-(gamma-L-Glutamylamino)butanoyl-[acp], 4-(gamma-L-Glutamylamino)-(2S)-2-hydroxybutanoyl-[acp], 2'-Deamino-2'-hydroxyneamine, 2'-Deamino-2'-hydroxy-6'-dehydroparomamine, 2'-Deamino-2'-hydroxyparomamine, 2'-Dehydrokanamycin A, Kanamycin X, 6''-O-Carbamoylkanamycin A, 3''-Oxoribostamycin, 6'-Oxokanamycin X, 6'-Oxokanamycin C, Kanamycin D, 3''-Deamino-3''-hydroxykanamycin B, Lividamine, 6'-Oxolividamine, 4'-Oxolividamine, 4'-Oxonebramine, Nebramine, 5''-Phosphoribosylparomamine, 2'''-N-Acetyl-6'''-deamino-6'''-hydroxyparomomycin II, 6'''-Deamino-6'''-hydroxyparomomycin II, 6'''-Deamino-6'''-oxoparomomycin II, 5'''-epi-Lividomycin B, 3''-Oxogentamicin A2, 3''-Amino-3''-deoxygentamicin A2, 6'-Oxogentamicin X2, 6'-Oxo-G418, Antibiotic JI-20Ba, Gentamicin C2a, GCK, HK1, HK2, HK3, HKDC1
Nitrogen metabolism	36	1	4.68	1.71	0.019	0.099	4.92	0.117	31.7	1	Customised	L-Glutamate	C00025	C00011, C00014, C00025, C00058, C00064, C00088, C00169, C00192, C00244, C00288, C00488, C00533, C00697, C00726, C00887, C01417, C01563, C05361, C06058, CA1, CA12, CA13, CA14, CA2, CA3, CA4, CA5A, CA5B, CA6, CA7, CA8, CA9, CPS1, GLUD1, GLUD2, GLUL	CO2, Ammonia, L-Glutamate, Formate, L-Glutamine, Nitrite, Carbamoyl phosphate, Hydroxylamine, Nitrate, HCO3-, Formamide, Nitric oxide, Nitrogen, Nitrile, Nitrous oxide, Cyanate, Carbamate, Hydrazine, Nitroalkane, CA1, CA12, CA13, CA14, CA2, CA3, CA4, CA5A, CA5B, CA6, CA7, CA8, CA9, CPS1, GLUD1, GLUD2, GLUL
Oxidative phosphorylation	150	3	3.37	2.28	0.011	0.076	3.7	0.708	12.3	1	Customised	ATP5F1B, ATP5F1E, NDUFS5	ATP5F1B, ATP5F1E, NDUFS5	ATP12A, ATP4A, ATP4B, ATP5F1A, ATP5F1B, ATP5F1C, ATP5F1D, ATP5F1E, ATP5MC1, ATP5MC2, ATP5MC3, ATP5ME, ATP5MF, ATP5MG, ATP5PB, ATP5PD, ATP5PF, ATP5PO, ATP6, ATP6AP1, ATP6V0A1, ATP6V0A2, ATP6V0A4, ATP6V0B, ATP6V0C, ATP6V0D1, ATP6V0D2, ATP6V0E1, ATP6V0E2, ATP6V1A, ATP6V1B1, ATP6V1B2, ATP6V1C1, ATP6V1C2, ATP6V1D, ATP6V1E1, ATP6V1E2, ATP6V1F, ATP6V1G1, ATP6V1G2, ATP6V1G3, ATP6V1H, ATP8, C00001, C00002, C00003, C00004, C00007, C00008, C00009, C00013, C00042, C00061, C00080, C00122, C00390, C00399, C00524, C00536, COX1, COX10, COX11, COX15, COX17, COX2, COX3, COX4I1, COX4I2, COX5A, COX5B, COX6A1, COX6A2, COX6B1, COX6B2, COX6C, COX7A1, COX7A2, COX7A2L, COX7B, COX7B2, COX7C, COX8A, COX8C, CYC1, CYCS, CYTB, LHPP, ND1, ND2, ND3, ND4, ND4L, ND5, ND6, NDUFA1, NDUFA10, NDUFA11, NDUFA12, NDUFA13, NDUFA2, NDUFA3, NDUFA4, NDUFA4L2, NDUFA5, NDUFA6, NDUFA7, NDUFA8, NDUFA9, NDUFAB1, NDUFB1, NDUFB10, NDUFB11, NDUFB2, NDUFB3, NDUFB4, NDUFB5, NDUFB6, NDUFB7, NDUFB8, NDUFB9, NDUFC1, NDUFC2, NDUFC2-KCTD14, NDUFS1, NDUFS2, NDUFS3, NDUFS4, NDUFS5, NDUFS6, NDUFS7, NDUFS8, NDUFV1, NDUFV2, NDUFV3, PPA1, PPA2, SDHA, SDHB, SDHC, SDHD, TCIRG1, UQCR10, UQCR11, UQCRB, UQCRC1, UQCRC2, UQCRFS1, UQCRH, UQCRHL, UQCRQ	ATP12A, ATP4A, ATP4B, ATP5F1A, ATP5F1B, ATP5F1C, ATP5F1D, ATP5F1E, ATP5MC1, ATP5MC2, ATP5MC3, ATP5ME, ATP5MF, ATP5MG, ATP5PB, ATP5PD, ATP5PF, ATP5PO, ATP6, ATP6AP1, ATP6V0A1, ATP6V0A2, ATP6V0A4, ATP6V0B, ATP6V0C, ATP6V0D1, ATP6V0D2, ATP6V0E1, ATP6V0E2, ATP6V1A, ATP6V1B1, ATP6V1B2, ATP6V1C1, ATP6V1C2, ATP6V1D, ATP6V1E1, ATP6V1E2, ATP6V1F, ATP6V1G1, ATP6V1G2, ATP6V1G3, ATP6V1H, ATP8, H2O, ATP, NAD+, NADH, Oxygen, ADP, Orthophosphate, Diphosphate, Succinate, FMN, H+, Fumarate, Ubiquinol, Ubiquinone, Cytochrome c, Triphosphate, COX1, COX10, COX11, COX15, COX17, COX2, COX3, COX4I1, COX4I2, COX5A, COX5B, COX6A1, COX6A2, COX6B1, COX6B2, COX6C, COX7A1, COX7A2, COX7A2L, COX7B, COX7B2, COX7C, COX8A, COX8C, CYC1, CYCS, CYTB, LHPP, ND1, ND2, ND3, ND4, ND4L, ND5, ND6, NDUFA1, NDUFA10, NDUFA11, NDUFA12, NDUFA13, NDUFA2, NDUFA3, NDUFA4, NDUFA4L2, NDUFA5, NDUFA6, NDUFA7, NDUFA8, NDUFA9, NDUFAB1, NDUFB1, NDUFB10, NDUFB11, NDUFB2, NDUFB3, NDUFB4, NDUFB5, NDUFB6, NDUFB7, NDUFB8, NDUFB9, NDUFC1, NDUFC2, NDUFC2-KCTD14, NDUFS1, NDUFS2, NDUFS3, NDUFS4, NDUFS5, NDUFS6, NDUFS7, NDUFS8, NDUFV1, NDUFV2, NDUFV3, PPA1, PPA2, SDHA, SDHB, SDHC, SDHD, TCIRG1, UQCR10, UQCR11, UQCRB, UQCRC1, UQCRC2, UQCRFS1, UQCRH, UQCRHL, UQCRQ
Pantothenate and CoA biosynthesis	51	3	9.91	4.94	0.00021	0.0057	11.6	2.16	39.9	1	Customised	L-Aspartate, Uracil, Spermine	C00049, C00106, C00750	AASDHPPT, ALDH1B1, ALDH2, ALDH3A2, BCAT1, BCAT2, C00010, C00022, C00049, C00054, C00097, C00099, C00106, C00141, C00183, C00229, C00429, C00522, C00750, C00831, C00864, C00882, C00966, C01053, C01088, C01134, C02642, C03492, C03688, C04079, C04272, C04352, C05665, C05944, C06010, C18911, COASY, CSAD, DPYD, DPYS, ENPP1, ENPP3, GADL1, PANK1, PANK2, PANK3, PPCDC, PPCS, UPB1, VNN1, VNN2	AASDHPPT, ALDH1B1, ALDH2, ALDH3A2, BCAT1, BCAT2, CoA, Pyruvate, L-Aspartate, Adenosine 3',5'-bisphosphate, L-Cysteine, beta-Alanine, Uracil, 3-Methyl-2-oxobutanoic acid, L-Valine, Acyl-carrier protein, 5,6-Dihydrouracil, (R)-Pantoate, Spermine, Pantetheine, Pantothenate, Dephospho-CoA, 2-Dehydropantoate, (R)-4-Dehydropantoate, (R)-3,3-Dimethylmalate, Pantetheine 4'-phosphate, 3-Ureidopropionate, D-4'-Phosphopantothenate, Apo-[acyl-carrier-protein], N-((R)-Pantothenoyl)-L-cysteine, (R)-2,3-Dihydroxy-3-methylbutanoate, (R)-4'-Phosphopantothenoyl-L-cysteine, 3-Aminopropanal, Pantothenol, (S)-2-Acetolactate, (R)-4-Phosphopantoate, COASY, CSAD, DPYD, DPYS, ENPP1, ENPP3, GADL1, PANK1, PANK2, PANK3, PPCDC, PPCS, UPB1, VNN1, VNN2
Purine metabolism	229	3	2.21	1.45	0.044	0.19	2.37	0.454	7.85	1	Customised	Hypoxanthine, Inosine, Xanthine	C00262, C00294, C00385	ADA, ADA2, ADCY1, ADCY10, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ADK, ADPRM, ADSL, ADSS1, ADSS2, AK1, AK2, AK3, AK4, AK5, AK6, AK7, AK8, AK9, ALLC, AMPD1, AMPD2, AMPD3, APRT, ATIC, C00002, C00008, C00011, C00014, C00020, C00035, C00037, C00039, C00044, C00046, C00048, C00053, C00054, C00059, C00064, C00081, C00086, C00104, C00117, C00119, C00130, C00131, C00144, C00147, C00169, C00206, C00209, C00212, C00224, C00242, C00262, C00286, C00288, C00294, C00301, C00330, C00360, C00361, C00362, C00366, C00385, C00387, C00499, C00559, C00575, C00603, C00620, C00655, C00700, C00802, C00942, C01228, C01260, C01261, C01344, C01345, C01367, C01444, C01762, C02091, C02348, C02350, C02353, C02718, C03090, C03373, C03483, C03614, C03794, C03838, C04051, C04376, C04392, C04494, C04640, C04677, C04734, C04751, C04823, C05239, C05512, C05513, C05515, C05516, C05993, C06193, C06194, C06195, C06196, C06197, C06433, C06435, C11821, C12248, C15667, C22395, C22441, C22442, C22443, C22499, C22500, CANT1, DCK, DGUOK, ENPP1, ENPP3, ENPP4, ENTPD1, ENTPD2, ENTPD3, ENTPD4, ENTPD5, ENTPD6, ENTPD8, FHIT, GART, GDA, GMPR, GMPR2, GMPS, GUCY1A1, GUCY1A2, GUCY1B1, GUCY2C, GUCY2D, GUCY2F, GUK1, HDDC2, HDDC3, HPRT1, IMPDH1, IMPDH2, ITPA, LACC1, NME1, NME1-NME2, NME2, NME3, NME4, NME6, NME7, NPR1, NPR2, NT5C, NT5C1A, NT5C1B, NT5C1B-RDH14, NT5C2, NT5DC4, NT5E, NT5M, NTPCR, NUDT16, NUDT2, NUDT5, NUDT9, PAICS, PAPSS1, PAPSS2, PDE10A, PDE11A, PDE1A, PDE1B, PDE1C, PDE2A, PDE3A, PDE3B, PDE4A, PDE4B, PDE4C, PDE4D, PDE5A, PDE6A, PDE6B, PDE6C, PDE6D, PDE6G, PDE6H, PDE7A, PDE7B, PDE8A, PDE8B, PDE9A, PFAS, PGM1, PGM2, PNP, PPAT, PRPS1, PRPS1L1, PRPS2, PRUNE1, RRM1, RRM2, RRM2B, URAD, XDH	ADA, ADA2, ADCY1, ADCY10, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ADK, ADPRM, ADSL, ADSS1, ADSS2, AK1, AK2, AK3, AK4, AK5, AK6, AK7, AK8, AK9, ALLC, AMPD1, AMPD2, AMPD3, APRT, ATIC, ATP, ADP, CO2, Ammonia, AMP, GDP, Glycine, DNA, GTP, RNA, Glyoxylate, 3'-Phosphoadenylyl sulfate, Adenosine 3',5'-bisphosphate, Sulfate, L-Glutamine, ITP, Urea, IDP, D-Ribose 5-phosphate, 5-Phospho-alpha-D-ribose 1-diphosphate, IMP, dATP, GMP, Adenine, Carbamoyl phosphate, dADP, Oxalate, Adenosine, Adenylyl sulfate, Guanine, Hypoxanthine, dGTP, HCO3-, Inosine, ADP-ribose, Deoxyguanosine, dAMP, dGDP, dGMP, Urate, Xanthine, Guanosine, Allantoate, Deoxyadenosine, 3',5'-Cyclic AMP, (S)-Ureidoglycolate, alpha-D-Ribose 1-phosphate, Xanthosine 5'-phosphate, XTP, Oxalureate, 3',5'-Cyclic GMP, Guanosine 3',5'-bis(diphosphate), P1,P4-Bis(5'-adenosyl)tetraphosphate, P1,P4-Bis(5'-guanosyl) tetraphosphate, dIDP, dITP, 3'-AMP, Oxamate, Xanthosine, (S)-Ureidoglycine, (R)(-)-Allantoin, (S)-Allantoin, 2',3'-Cyclic AMP, N-Formiminoglycine, 5-Phosphoribosylamine, Aminoimidazole ribotide, Adenosine tetraphosphate, Inosine 5'-tetraphosphate, N6-(1,2-Dicarboxyethyl)-AMP, 5'-Phosphoribosylglycinamide, 5-Amino-4-imidazolecarboxyamide, 5'-Phosphoribosyl-N-formylglycinamide, P1,P4-Bis(5'-xanthosyl) tetraphosphate, Guanosine 3'-diphosphate 5'-triphosphate, 2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine, 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide, 1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide, 1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate, 1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole, 5-Aminoimidazole, Deoxyinosine, Urate-3-ribonucleoside, 5-Ureido-4-imidazole carboxylate, 5-Amino-4-imidazole carboxylate, Acetyl adenylate, Guanosine 3'-phosphate, 2',3'-Cyclic GMP, Imidazolone, 2'-Deoxyinosine 5'-phosphate, P1,P3-Bis(5'-adenosyl) triphosphate, 5'-Benzoylphosphoadenosine, 5'-Butyrylphosphoinosine, 5-Hydroxyisourate, 5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate, 5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole, 2-Amino-2'-deoxy-N6-[(2S)-succino]adenylate, 2-Amino-2'-deoxyadenosine 5'-monophosphate, 2-Amino-2'-deoxyadenosine 5'-diphosphate, 2-Amino-2'-deoxyadenosine 5'-triphosphate, C22499, C22500, CANT1, DCK, DGUOK, ENPP1, ENPP3, ENPP4, ENTPD1, ENTPD2, ENTPD3, ENTPD4, ENTPD5, ENTPD6, ENTPD8, FHIT, GART, GDA, GMPR, GMPR2, GMPS, GUCY1A1, GUCY1A2, GUCY1B1, GUCY2C, GUCY2D, GUCY2F, GUK1, HDDC2, HDDC3, HPRT1, IMPDH1, IMPDH2, ITPA, LACC1, NME1, NME1-NME2, NME2, NME3, NME4, NME6, NME7, NPR1, NPR2, NT5C, NT5C1A, NT5C1B, NT5C1B-RDH14, NT5C2, NT5DC4, NT5E, NT5M, NTPCR, NUDT16, NUDT2, NUDT5, NUDT9, PAICS, PAPSS1, PAPSS2, PDE10A, PDE11A, PDE1A, PDE1B, PDE1C, PDE2A, PDE3A, PDE3B, PDE4A, PDE4B, PDE4C, PDE4D, PDE5A, PDE6A, PDE6B, PDE6C, PDE6D, PDE6G, PDE6H, PDE7A, PDE7B, PDE8A, PDE8B, PDE9A, PFAS, PGM1, PGM2, PNP, PPAT, PRPS1, PRPS1L1, PRPS2, PRUNE1, RRM1, RRM2, RRM2B, URAD, XDH
Sulfur metabolism	43	1	3.92	1.48	0.026	0.13	4.09	0.0977	26.1	1	Customised	Taurine	C00245	BPNT1, BPNT2, C00033, C00042, C00053, C00054, C00059, C00065, C00084, C00087, C00094, C00097, C00155, C00224, C00245, C00263, C00283, C00320, C00409, C00580, C00979, C01118, C01861, C02084, C03920, C04022, C08276, C11142, C11143, C11145, C15521, C17267, C19692, C20870, C20955, ETHE1, MPST, PAPSS1, PAPSS2, SELENBP1, SQOR, SUOX, TST	BPNT1, BPNT2, Acetate, Succinate, 3'-Phosphoadenylyl sulfate, Adenosine 3',5'-bisphosphate, Sulfate, L-Serine, Acetaldehyde, Sulfur, Sulfite, L-Cysteine, L-Homocysteine, Adenylyl sulfate, Taurine, L-Homoserine, Hydrogen sulfide, Thiosulfate, Methanethiol, Dimethyl sulfide, O-Acetyl-L-serine, O-Succinyl-L-homoserine, Trithionate, Tetrathionate, 2-(Methylthio)ethanesulfonate, S,S-Dimethyl-beta-propiothetin, 3-(Methylthio)propanoate, Dimethyl sulfone, Dimethyl sulfoxide, Methanesulfonic acid, Alkanesulfonate, S-Sulfanylglutathione, Polysulfide, 3-(Methylthio)propanoyl-CoA, 3-(Methylthio)acryloyl-CoA, ETHE1, MPST, PAPSS1, PAPSS2, SELENBP1, SQOR, SUOX, TST
Taurine and hypotaurine metabolism	40	2	8.42	3.64	0.0016	0.019	9.4	1.04	39.8	1	Customised	L-Glutamate, Taurine	C00025, C00245	ADO, BAAT, C00022, C00024, C00025, C00026, C00033, C00041, C00084, C00094, C00097, C00227, C00245, C00506, C00519, C00593, C00606, C01678, C01959, C03149, C05122, C05123, C05844, C06735, C14179, C19685, CDO1, CSAD, FMO1, FMO2, FMO3, FMO4, FMO5, GAD1, GAD2, GADL1, GGT1, GGT5, GGT6, GGT7	ADO, BAAT, Pyruvate, Acetyl-CoA, L-Glutamate, 2-Oxoglutarate, Acetate, L-Alanine, Acetaldehyde, Sulfite, L-Cysteine, Acetyl phosphate, Taurine, L-Cysteate, Hypotaurine, Sulfoacetaldehyde, 3-Sulfino-L-alanine, Cysteamine, Taurocyamine, N-Phosphotaurocyamine, Taurocholate, 2-Hydroxyethanesulfonate, 5-L-Glutamyl-taurine, Aminoacetaldehyde, Sulfoacetate, Sulfoacetyl-CoA, CDO1, CSAD, FMO1, FMO2, FMO3, FMO4, FMO5, GAD1, GAD2, GADL1, GGT1, GGT5, GGT6, GGT7
