name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu	distance	namespace	members_Overlap	members_Overlap_keggid	members_Anno_keggid	members_Anno
Glycerophospholipid metabolism	56	2	5.18	2.63	0.0062	0.042	5.79	0.638	25	1	Customised	Choline, Acetylcholine	C00114, C01996	C00040, C00065, C00084, C00093, C00111, C00114, C00157, C00189, C00269, C00307, C00344, C00346, C00350, C00416, C00513, C00570, C00588, C00623, C00641, C00670, C00681, C01194, C01210, C01233, C01241, C01996, C02737, C03372, C03819, C03872, C03892, C03974, C04230, C04233, C04308, C04438, C04590, C04638, C05973, C05974, C05976, C05980, C06771, C06772, C13482, C18059, C18125, C18126, C18129, C18168, C18169, C20466, C20518, C22340, C22341, C22342	Acyl-CoA, L-Serine, Acetaldehyde, sn-Glycerol 3-phosphate, Glycerone phosphate, Choline, Phosphatidylcholine, Ethanolamine, CDP-diacylglycerol, CDP-choline, Phosphatidylglycerol, Ethanolamine phosphate, Phosphatidylethanolamine, Phosphatidate, CDP-glycerol, CDP-ethanolamine, Choline phosphate, sn-Glycerol 1-phosphate, 1,2-Diacyl-sn-glycerol, sn-Glycero-3-phosphocholine, 1-Acyl-sn-glycerol 3-phosphate, 1-Phosphatidyl-D-myo-inositol, N-Methylethanolamine phosphate, sn-Glycero-3-phosphoethanolamine, Phosphatidyl-N-methylethanolamine, Acetylcholine, Phosphatidylserine, Acylglycerone phosphate, 1-Acylglycerophosphoinositol, L-Serine-phosphoethanolamine, Phosphatidylglycerophosphate, 2-Acyl-sn-glycerol 3-phosphate, 1-Acyl-sn-glycero-3-phosphocholine, 2-Acyl-sn-glycero-3-phosphocholine, Phosphatidyl-N-dimethylethanolamine, 1-Acyl-sn-glycero-3-phosphoethanolamine, 3-(O-Geranylgeranyl)-sn-glycerol 1-phosphate, 2,3-Bis-O-(geranylgeranyl)glycerol 1-phosphate, 2-Acyl-sn-glycero-3-phosphoethanolamine, 2-Acyl-sn-glycero-3-phosphoserine, Aminoacyl-phosphatidylglycerol, Cardiolipin, Triethanolamine, Diethanolamine, Phosphodimethylethanolamine, CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol, 1-Acyl-sn-glycero-3-phosphoserine, 1-Acyl-sn-glycero-3-phosphoglycerol, Monolysocardiolipin, Diacylglycerylhomoserine, Diacylglyceryl-N,N,N-trimethylhomoserine, 2,3-Bis-O-(geranylgeranyl)-sn-glycero-1-phospho-L-serine, 2,3-Bis-(O-phytanyl)-sn-glycerol 1-phosphate, Heptaprenylglyceryl phosphate, Heptaprenylglycerol, Diacetylheptaprenylglycerol
Glycine, serine and threonine metabolism	48	5	15.1	8.21	5e-07	4.1e-05	21.6	5.91	65.3	1	Customised	L-Aspartate, Choline, Sarcosine, Creatine, Betaine	C00049, C00114, C00213, C00300, C00719	C00011, C00014, C00022, C00037, C00048, C00049, C00065, C00078, C00097, C00101, C00109, C00114, C00143, C00168, C00188, C00197, C00213, C00258, C00263, C00300, C00430, C00441, C00546, C00576, C00581, C00631, C00719, C00740, C00986, C01005, C01026, C01102, C01242, C01888, C02051, C02291, C02737, C02972, C03082, C03194, C03232, C03283, C03508, C05519, C06231, C06442, C16432, C19929	CO2, Ammonia, Pyruvate, Glycine, Glyoxylate, L-Aspartate, L-Serine, L-Tryptophan, L-Cysteine, Tetrahydrofolate, 2-Oxobutanoate, Choline, 5,10-Methylenetetrahydrofolate, Hydroxypyruvate, L-Threonine, 3-Phospho-D-glycerate, Sarcosine, D-Glycerate, L-Homoserine, Creatine, 5-Aminolevulinate, L-Aspartate 4-semialdehyde, Methylglyoxal, Betaine aldehyde, Guanidinoacetate, 2-Phospho-D-glycerate, Betaine, D-Serine, 1,3-Diaminopropane, O-Phospho-L-serine, N,N-Dimethylglycine, O-Phospho-L-homoserine, [Protein]-S8-aminomethyldihydrolipoyllysine, Aminoacetone, Lipoylprotein, L-Cystathionine, Phosphatidylserine, Dihydrolipoylprotein, 4-Phospho-L-aspartate, (R)-1-Aminopropan-2-ol, 3-Phosphonooxypyruvate, L-2,4-Diaminobutanoate, L-2-Amino-3-oxobutanoic acid, L-Allothreonine, Ectoine, N(gamma)-Acetyldiaminobutyrate, 5-Hydroxyectoine, N(alpha)-Acetyl-L-2,4-diaminobutyrate
Glycolysis / Gluconeogenesis	31	1	4.68	1.72	0.019	0.076	4.99	0.117	33.3	1	Customised	D-Glucose	C00031	C00022, C00024, C00031, C00033, C00036, C00068, C00074, C00084, C00103, C00111, C00118, C00186, C00197, C00221, C00236, C00267, C00469, C00631, C00668, C01159, C01172, C01451, C05125, C05345, C05378, C06186, C06187, C06188, C15972, C15973, C16255	Pyruvate, Acetyl-CoA, D-Glucose, Acetate, Oxaloacetate, Thiamin diphosphate, Phosphoenolpyruvate, Acetaldehyde, D-Glucose 1-phosphate, Glycerone phosphate, D-Glyceraldehyde 3-phosphate, (S)-Lactate, 3-Phospho-D-glycerate, beta-D-Glucose, 3-Phospho-D-glyceroyl phosphate, alpha-D-Glucose, Ethanol, 2-Phospho-D-glycerate, alpha-D-Glucose 6-phosphate, 2,3-Bisphospho-D-glycerate, beta-D-Glucose 6-phosphate, Salicin, 2-(alpha-Hydroxyethyl)thiamine diphosphate, beta-D-Fructose 6-phosphate, beta-D-Fructose 1,6-bisphosphate, Arbutin, Arbutin 6-phosphate, Salicin 6-phosphate, Enzyme N6-(lipoyl)lysine, Enzyme N6-(dihydrolipoyl)lysine, [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine
Glyoxylate and dicarboxylate metabolism	64	2	4.53	2.38	0.009	0.048	5.03	0.556	21.6	1	Customised	L-Glutamate, (S)-Malate	C00025, C00149	C00007, C00011, C00014, C00022, C00024, C00025, C00026, C00027, C00033, C00036, C00037, C00042, C00048, C00058, C00064, C00065, C00091, C00100, C00111, C00136, C00149, C00158, C00160, C00168, C00197, C00209, C00258, C00266, C00311, C00313, C00332, C00417, C00552, C00631, C00683, C00798, C00877, C00888, C00898, C00975, C00988, C01127, C01146, C01182, C01213, C01380, C01732, C01989, C01990, C02123, C02405, C03217, C03459, C03548, C03561, C03618, C04348, C06027, C06028, C06049, C18026, C18324, C20238, C22337	Oxygen, CO2, Ammonia, Pyruvate, Acetyl-CoA, L-Glutamate, 2-Oxoglutarate, Hydrogen peroxide, Acetate, Oxaloacetate, Glycine, Succinate, Glyoxylate, Formate, L-Glutamine, L-Serine, Succinyl-CoA, Propanoyl-CoA, Glycerone phosphate, Butanoyl-CoA, (S)-Malate, Citrate, Glycolate, Hydroxypyruvate, 3-Phospho-D-glycerate, Oxalate, D-Glycerate, Glycolaldehyde, Isocitrate, Oxalyl-CoA, Acetoacetyl-CoA, cis-Aconitate, meso-Tartaric acid, 2-Phospho-D-glycerate, (S)-Methylmalonyl-CoA, Formyl-CoA, Crotonoyl-CoA, Pentanoyl-CoA, (R,R)-Tartaric acid, Dihydroxyfumarate, 2-Phosphoglycolate, 4-Hydroxy-2-oxoglutarate, 2-Hydroxy-3-oxopropanoate, D-Ribulose 1,5-bisphosphate, (R)-Methylmalonyl-CoA, Ethylene glycol, Mesaconate, 3-Ethylmalate, 3-Oxalomalate, 3-Propylmalate, Formyl phosphate, 2-Hydroxy-3-oxoadipate, 2-Hydroxy-3-oxosuccinate, trans-2,3-Epoxysuccinate, (R)-3-Hydroxybutanoyl-CoA, L-threo-3-Methylaspartate, L-Malyl-CoA, L-erythro-3-Methylmalyl-CoA, 2-Methylfumaryl-CoA, N-Formylderivatives, (2S)-Ethylmalonyl-CoA, (2S)-Methylsuccinyl-CoA, (2R)-Ethylmalonyl-CoA, D-Ribulose 1-phosphate
Histidine metabolism	47	3	9.26	4.75	0.00025	0.0033	11.3	2.05	40.6	1	Customised	L-Glutamate, L-Aspartate, Histamine	C00025, C00049, C00388	C00025, C00026, C00049, C00119, C00135, C00386, C00388, C00439, C00785, C00860, C01044, C01045, C01100, C01152, C01262, C01267, C01929, C02739, C02741, C02835, C03277, C03409, C03680, C04437, C04666, C04677, C04896, C04916, C05127, C05130, C05131, C05133, C05135, C05565, C05568, C05570, C05571, C05572, C05575, C05827, C05828, C05829, C16673, C16674, C20522, C20994, C20995	L-Glutamate, 2-Oxoglutarate, L-Aspartate, 5-Phospho-alpha-D-ribose 1-diphosphate, L-Histidine, Carnosine, Histamine, N-Formimino-L-glutamate, Urocanate, L-Histidinol, N-Formyl-L-aspartate, N-Formyl-L-glutamate, L-Histidinol phosphate, N(pi)-Methyl-L-histidine, beta-Alanyl-N(pi)-methyl-L-histidine, 3-(Imidazol-4-yl)-2-oxopropyl phosphate, L-Histidinal, 1-(5-Phospho-D-ribosyl)-ATP, Phosphoribosyl-AMP, Imidazole-4-acetate, Imidazol-5-yl-pyruvate, N-Formimino-L-aspartate, 4-Imidazolone-5-propanoate, 1-(5-Phosphoribosyl)imidazole-4-acetate, D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate, 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide, 5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide, N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide, N-Methylhistamine, Imidazole-4-acetaldehyde, (1-Ribosylimidazole)-4-acetate, 4-Imidazolone-5-acetate, 4-(beta-Acetylaminoethyl)imidazole, Hydantoin-5-propionate, Imidazole lactate, Ergothioneine, Thiourocanic acid, 4-Oxoglutaramate, Hercynine, Methylimidazole acetaldehyde, Methylimidazoleacetic acid, N-Carbamyl-L-glutamate, Isoglutamine, Formylisoglutamine, Dihydrourocanate, S-(Hercyn-2-yl)-L-cysteine S-oxide, gamma-L-Glutamyl-S-(hercyn-2-yl)-L-cysteine S-oxide
Linoleic acid metabolism	28	1	5.18	1.85	0.015	0.069	5.55	0.129	37.3	1	Customised	Arachidonate	C00219	C00157, C00219, C01595, C03242, C04056, C04717, C06426, C07289, C07338, C07354, C14762, C14765, C14766, C14767, C14825, C14826, C14827, C14828, C14829, C14831, C14832, C14833, C14834, C14835, C14836, C14837, C19937, C20186	Phosphatidylcholine, Arachidonate, Linoleate, Dihomo-gamma-linolenate, Rumenic acid, (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid, (6Z,9Z,12Z)-Octadecatrienoic acid, Crepenynate, (9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoic acid, (7S,8S)-DiHODE, 13(S)-HODE, 13-OxoODE, 9-OxoODE, 9(S)-HODE, 9(10)-EpOME, 12(13)-EpOME, 9(S)-HPODE, 9,10-DHOME, 12,13-DHOME, 8(R)-HPODE, 12,13-Epoxy-9-hydroxy-10-octadecenoate, 9,12,13-TriHOME, 9,10-Epoxy-13-hydroxy-11-octadecenoate, 9,10,13-TriHOME, 9,10-12,13-Diepoxyoctadecanoate, 9,10-Dihydroxy-12,13-epoxyoctadecanoate, (8E,10R,12Z)-10-Hydroperoxy-8,12-octadecadienoate, 5S,8R-DiHODE
Neomycin, kanamycin and gentamicin biosynthesis	81	2	3.58	1.96	0.017	0.073	3.92	0.436	16.7	1	Customised	L-Glutamate, D-Glucose	C00025, C00031	C00025, C00029, C00031, C00043, C00092, C00229, C00397, C00825, C00832, C00908, C01441, C01555, C01737, C01743, C01759, C01822, C01823, C01917, C02033, C02627, C07656, C12210, C12211, C15652, C17209, C17580, C17581, C17582, C17583, C17584, C17585, C17586, C17587, C17588, C17589, C17701, C17702, C17703, C17704, C17705, C17706, C17707, C17712, C17997, C18000, C18001, C18002, C18003, C18004, C18005, C18006, C18007, C18008, C18009, C20350, C20351, C20353, C20509, C20614, C20699, C21176, C21251, C21252, C21253, C21254, C21255, C21256, C21257, C21258, C21259, C21260, C21261, C21262, C21263, C21264, C21265, C21266, C21267, C21268, C21269, C21270	L-Glutamate, UDP-glucose, D-Glucose, UDP-N-acetyl-alpha-D-glucosamine, D-Glucose 6-phosphate, Acyl-carrier protein, Tobramycin, Kanamycin B, Paromomycin, Gentamicin C1a, Neamine, Apramycin, Neomycin B, Paromamine, Ribostamycin, Kanamycin A, Kanamycin C, Gentamicin A, Gentamicin C2, 2-Deoxystreptamine, Gentamicin C1, UDP-3-ketoglucose, UDP-kanosamine, Neomycin C, 2-Deoxy-scyllo-inosose, 2-Deoxy-scyllo-inosamine, 3-Amino-2,3-dideoxy-scyllo-inosose, 2'-N-Acetylparomamine, 6'-Dehydro-6'-oxoparomamine, Xylostasin, Butirosin A, Butirosin B, 2'''-N-Acetyl-6'''-deamino-6'''-hydroxyneomycin C, 6'''-Deamino-6'''-hydroxyneomycin C, 6'''-Deamino-6'''-oxoneomycin C, Gentamicin A2, Gentamicin X2, Antibiotic G-418, Antibiotic JI-20A, Antibiotic JI-20B, Gentamicin C2b, Lividomycin A, Paromomycin II, Oxyapramycin, Nebramycin factor 4, Nebramycin 5', 5-Ribosylparomamine, Lividomycin B, 5''-Phosphoribostamycin, gamma-L-Glutamyl-butirosin B, gamma-L-Glutamyl-[acp], 4-Aminobutyryl-[acp], 4-(gamma-L-Glutamylamino)butanoyl-[acp], 4-(gamma-L-Glutamylamino)-(2S)-2-hydroxybutanoyl-[acp], 2'-Deamino-2'-hydroxyneamine, 2'-Deamino-2'-hydroxy-6'-dehydroparomamine, 2'-Deamino-2'-hydroxyparomamine, 2'-Dehydrokanamycin A, Kanamycin X, 6''-O-Carbamoylkanamycin A, 3''-Oxoribostamycin, 6'-Oxokanamycin X, 6'-Oxokanamycin C, Kanamycin D, 3''-Deamino-3''-hydroxykanamycin B, Lividamine, 6'-Oxolividamine, 4'-Oxolividamine, 4'-Oxonebramine, Nebramine, 5''-Phosphoribosylparomamine, 2'''-N-Acetyl-6'''-deamino-6'''-hydroxyparomomycin II, 6'''-Deamino-6'''-hydroxyparomomycin II, 6'''-Deamino-6'''-oxoparomomycin II, 5'''-epi-Lividomycin B, 3''-Oxogentamicin A2, 3''-Amino-3''-deoxygentamicin A2, 6'-Oxogentamicin X2, 6'-Oxo-G418, Antibiotic JI-20Ba, Gentamicin C2a
Nitrogen metabolism	19	1	7.64	2.42	0.0072	0.045	8.34	0.191	58.2	1	Customised	L-Glutamate	C00025	C00011, C00014, C00025, C00058, C00064, C00088, C00169, C00192, C00244, C00288, C00488, C00533, C00697, C00726, C00887, C01417, C01563, C05361, C06058	CO2, Ammonia, L-Glutamate, Formate, L-Glutamine, Nitrite, Carbamoyl phosphate, Hydroxylamine, Nitrate, HCO3-, Formamide, Nitric oxide, Nitrogen, Nitrile, Nitrous oxide, Cyanate, Carbamate, Hydrazine, Nitroalkane
Pantothenate and CoA biosynthesis	30	3	14.5	6.19	4.1e-05	0.0014	18.4	3.29	68.9	1	Customised	L-Aspartate, Uracil, Spermine	C00049, C00106, C00750	C00010, C00022, C00049, C00054, C00097, C00099, C00106, C00141, C00183, C00229, C00429, C00522, C00750, C00831, C00864, C00882, C00966, C01053, C01088, C01134, C02642, C03492, C03688, C04079, C04272, C04352, C05665, C05944, C06010, C18911	CoA, Pyruvate, L-Aspartate, Adenosine 3',5'-bisphosphate, L-Cysteine, beta-Alanine, Uracil, 3-Methyl-2-oxobutanoic acid, L-Valine, Acyl-carrier protein, 5,6-Dihydrouracil, (R)-Pantoate, Spermine, Pantetheine, Pantothenate, Dephospho-CoA, 2-Dehydropantoate, (R)-4-Dehydropantoate, (R)-3,3-Dimethylmalate, Pantetheine 4'-phosphate, 3-Ureidopropionate, D-4'-Phosphopantothenate, Apo-[acyl-carrier-protein], N-((R)-Pantothenoyl)-L-cysteine, (R)-2,3-Dihydroxy-3-methylbutanoate, (R)-4'-Phosphopantothenoyl-L-cysteine, 3-Aminopropanal, Pantothenol, (S)-2-Acetolactate, (R)-4-Phosphopantoate
Pentose phosphate pathway	36	1	4.03	1.52	0.025	0.087	4.27	0.1	28.2	1	Customised	D-Glucose	C00031	C00022, C00031, C00117, C00118, C00119, C00121, C00197, C00198, C00199, C00204, C00221, C00231, C00257, C00258, C00279, C00345, C00577, C00620, C00631, C00668, C00672, C00673, C01151, C01172, C01182, C01218, C01236, C01801, C03752, C04442, C05345, C05378, C05382, C06019, C06473, C20589	Pyruvate, D-Glucose, D-Ribose 5-phosphate, D-Glyceraldehyde 3-phosphate, 5-Phospho-alpha-D-ribose 1-diphosphate, D-Ribose, 3-Phospho-D-glycerate, D-Glucono-1,5-lactone, D-Ribulose 5-phosphate, 2-Dehydro-3-deoxy-D-gluconate, beta-D-Glucose, D-Xylulose 5-phosphate, D-Gluconic acid, D-Glycerate, D-Erythrose 4-phosphate, 6-Phospho-D-gluconate, D-Glyceraldehyde, alpha-D-Ribose 1-phosphate, 2-Phospho-D-glycerate, alpha-D-Glucose 6-phosphate, 2-Deoxy-D-ribose 1-phosphate, 2-Deoxy-D-ribose 5-phosphate, D-Ribose 1,5-bisphosphate, beta-D-Glucose 6-phosphate, D-Ribulose 1,5-bisphosphate, 6-Phospho-2-dehydro-D-gluconate, D-Glucono-1,5-lactone 6-phosphate, Deoxyribose, 2-Amino-2-deoxy-D-gluconate, 2-Dehydro-3-deoxy-6-phospho-D-gluconate, beta-D-Fructose 6-phosphate, beta-D-Fructose 1,6-bisphosphate, Sedoheptulose 7-phosphate, D-arabino-Hex-3-ulose 6-phosphate, 2-Keto-D-gluconic acid, D-Glucosaminate-6-phosphate
Primary bile acid biosynthesis	47	1	3.09	1.2	0.041	0.12	3.24	0.0765	21.1	1	Customised	Taurine	C00245	C00037, C00187, C00245, C00695, C01301, C01794, C01921, C02528, C03594, C04554, C04722, C05122, C05337, C05444, C05445, C05446, C05447, C05448, C05449, C05451, C05452, C05453, C05454, C05455, C05460, C05465, C05466, C05467, C05468, C06341, C13550, C15518, C15519, C15520, C15610, C15613, C15614, C17331, C17332, C17333, C17335, C17336, C17337, C17339, C17343, C17345, C17346	Glycine, Cholesterol, Taurine, Cholic acid, 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al, Choloyl-CoA, Glycocholate, Chenodeoxycholate, 7alpha-Hydroxycholesterol, 3alpha,7alpha-Dihydroxy-5beta-cholestanate, 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate, Taurocholate, Chenodeoxycholoyl-CoA, 3alpha,7alpha,26-Trihydroxy-5beta-cholestane, 3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al, 3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane, (24E)-3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA, (24R,25R)-3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA, 3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA, 7alpha-Hydroxy-5beta-cholestan-3-one, 3alpha,7alpha-Dihydroxy-5beta-cholestane, 7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one, 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane, 7alpha-Hydroxycholest-4-en-3-one, (24E)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA, Taurochenodeoxycholate, Glycochenodeoxycholate, 3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA, 5beta-Cyprinolsulfate, 7alpha,27-Dihydroxycholesterol, Cerebrosterol, (24S)-Cholest-5-ene-3beta,7alpha,24-triol, 25-Hydroxycholesterol, Cholest-5-ene-3beta,7alpha,25-triol, Cholest-5-ene-3beta,26-diol, (25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA, (24R,25R)-3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA, 7alpha,24-Dihydroxy-4-cholesten-3-one, 7alpha,25-Dihydroxy-4-cholesten-3-one, 3beta-Hydroxy-5-cholestenoate, 3beta,7alpha-Dihydroxy-5-cholestenoate, 7alpha,26-Dihydroxy-4-cholesten-3-one, 7alpha-Hydroxy-3-oxo-4-cholestenoate, 4-Cholesten-7alpha,12alpha-diol-3-one, (25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA, (25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA, (25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA
Purine metabolism	101	3	4.31	2.82	0.0044	0.032	4.97	0.923	17.5	1	Customised	Hypoxanthine, Inosine, Xanthine	C00262, C00294, C00385	C00002, C00008, C00011, C00014, C00020, C00035, C00037, C00039, C00044, C00046, C00048, C00053, C00054, C00059, C00064, C00081, C00086, C00104, C00117, C00119, C00130, C00131, C00144, C00147, C00169, C00206, C00209, C00212, C00224, C00242, C00262, C00286, C00288, C00294, C00301, C00330, C00360, C00361, C00362, C00366, C00385, C00387, C00499, C00559, C00575, C00603, C00620, C00655, C00700, C00802, C00942, C01228, C01260, C01261, C01344, C01345, C01367, C01444, C01762, C02091, C02348, C02350, C02353, C02718, C03090, C03373, C03483, C03614, C03794, C03838, C04051, C04376, C04392, C04494, C04640, C04677, C04734, C04751, C04823, C05239, C05512, C05513, C05515, C05516, C05993, C06193, C06194, C06195, C06196, C06197, C06433, C06435, C11821, C12248, C15667, C22395, C22441, C22442, C22443, C22499, C22500	ATP, ADP, CO2, Ammonia, AMP, GDP, Glycine, DNA, GTP, RNA, Glyoxylate, 3'-Phosphoadenylyl sulfate, Adenosine 3',5'-bisphosphate, Sulfate, L-Glutamine, ITP, Urea, IDP, D-Ribose 5-phosphate, 5-Phospho-alpha-D-ribose 1-diphosphate, IMP, dATP, GMP, Adenine, Carbamoyl phosphate, dADP, Oxalate, Adenosine, Adenylyl sulfate, Guanine, Hypoxanthine, dGTP, HCO3-, Inosine, ADP-ribose, Deoxyguanosine, dAMP, dGDP, dGMP, Urate, Xanthine, Guanosine, Allantoate, Deoxyadenosine, 3',5'-Cyclic AMP, (S)-Ureidoglycolate, alpha-D-Ribose 1-phosphate, Xanthosine 5'-phosphate, XTP, Oxalureate, 3',5'-Cyclic GMP, Guanosine 3',5'-bis(diphosphate), P1,P4-Bis(5'-adenosyl)tetraphosphate, P1,P4-Bis(5'-guanosyl) tetraphosphate, dIDP, dITP, 3'-AMP, Oxamate, Xanthosine, (S)-Ureidoglycine, (R)(-)-Allantoin, (S)-Allantoin, 2',3'-Cyclic AMP, N-Formiminoglycine, 5-Phosphoribosylamine, Aminoimidazole ribotide, Adenosine tetraphosphate, Inosine 5'-tetraphosphate, N6-(1,2-Dicarboxyethyl)-AMP, 5'-Phosphoribosylglycinamide, 5-Amino-4-imidazolecarboxyamide, 5'-Phosphoribosyl-N-formylglycinamide, P1,P4-Bis(5'-xanthosyl) tetraphosphate, Guanosine 3'-diphosphate 5'-triphosphate, 2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine, 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide, 1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide, 1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate, 1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole, 5-Aminoimidazole, Deoxyinosine, Urate-3-ribonucleoside, 5-Ureido-4-imidazole carboxylate, 5-Amino-4-imidazole carboxylate, Acetyl adenylate, Guanosine 3'-phosphate, 2',3'-Cyclic GMP, Imidazolone, 2'-Deoxyinosine 5'-phosphate, P1,P3-Bis(5'-adenosyl) triphosphate, 5'-Benzoylphosphoadenosine, 5'-Butyrylphosphoinosine, 5-Hydroxyisourate, 5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate, 5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole, 2-Amino-2'-deoxy-N6-[(2S)-succino]adenylate, 2-Amino-2'-deoxyadenosine 5'-monophosphate, 2-Amino-2'-deoxyadenosine 5'-diphosphate, 2-Amino-2'-deoxyadenosine 5'-triphosphate, C22499, C22500
Pyruvate metabolism	32	1	4.53	1.67	0.02	0.076	4.82	0.113	32.2	1	Customised	(S)-Malate	C00149	C00022, C00024, C00033, C00036, C00042, C00058, C00068, C00074, C00083, C00084, C00122, C00149, C00186, C00227, C00256, C00332, C00424, C00469, C00546, C00937, C01251, C02488, C02504, C03248, C03451, C03981, C05125, C05993, C05994, C15972, C15973, C16255	Pyruvate, Acetyl-CoA, Acetate, Oxaloacetate, Succinate, Formate, Thiamin diphosphate, Phosphoenolpyruvate, Malonyl-CoA, Acetaldehyde, Fumarate, (S)-Malate, (S)-Lactate, Acetyl phosphate, (R)-Lactate, Acetoacetyl-CoA, (S)-Lactaldehyde, Ethanol, Methylglyoxal, (R)-Lactaldehyde, (R)-2-Hydroxybutane-1,2,4-tricarboxylate, (R)-2-Ethylmalate, alpha-Isopropylmalate, Acetylenedicarboxylate, (R)-S-Lactoylglutathione, 2-Hydroxyethylenedicarboxylate, 2-(alpha-Hydroxyethyl)thiamine diphosphate, Acetyl adenylate, 2-Propylmalate, Enzyme N6-(lipoyl)lysine, Enzyme N6-(dihydrolipoyl)lysine, [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine
Starch and sucrose metabolism	37	1	3.92	1.49	0.026	0.088	4.15	0.0975	27.4	1	Customised	D-Glucose	C00031	C00029, C00031, C00085, C00089, C00092, C00095, C00103, C00185, C00208, C00252, C00369, C00372, C00394, C00498, C00501, C00663, C00689, C00718, C00721, C00760, C00963, C00965, C00973, C01083, C01231, C01725, C01898, C01935, C02591, C02995, C03323, C04534, C05731, C06215, C06400, C16688, C20237	UDP-glucose, D-Glucose, D-Fructose 6-phosphate, Sucrose, D-Glucose 6-phosphate, D-Fructose, D-Glucose 1-phosphate, Cellobiose, Maltose, Isomaltose, Glycogen, Dextran, GDP-glucose, ADP-glucose, CDP-glucose, beta-D-Glucose 1-phosphate, alpha,alpha'-Trehalose 6-phosphate, Amylose, Dextrin, Cellulose, beta-D-Glucoside, 1,3-beta-D-Glucan, Cyclomaltodextrin, alpha,alpha-Trehalose, alpha-D-Glucose 1,6-bisphosphate, Levanbiose, Cellodextrin, Maltodextrin, Sucrose 6'-phosphate, Maltose 6'-phosphate, (2,1-beta-D-Fructosyl)n, 6-Phospho-beta-D-glucosyl-(1,4)-D-glucose, 3-Ketosucrose, Levan, 1-alpha-D-[(1->4)-alpha-D-Glucosyl](n-1)-alpha-D-glucopyranoside, Sucrose 6-phosphate, alpha-Maltose 1-phosphate
Sulfur metabolism	33	1	4.4	1.63	0.021	0.077	4.67	0.109	31.1	1	Customised	Taurine	C00245	C00033, C00042, C00053, C00054, C00059, C00065, C00084, C00087, C00094, C00097, C00155, C00224, C00245, C00263, C00283, C00320, C00409, C00580, C00979, C01118, C01861, C02084, C03920, C04022, C08276, C11142, C11143, C11145, C15521, C17267, C19692, C20870, C20955	Acetate, Succinate, 3'-Phosphoadenylyl sulfate, Adenosine 3',5'-bisphosphate, Sulfate, L-Serine, Acetaldehyde, Sulfur, Sulfite, L-Cysteine, L-Homocysteine, Adenylyl sulfate, Taurine, L-Homoserine, Hydrogen sulfide, Thiosulfate, Methanethiol, Dimethyl sulfide, O-Acetyl-L-serine, O-Succinyl-L-homoserine, Trithionate, Tetrathionate, 2-(Methylthio)ethanesulfonate, S,S-Dimethyl-beta-propiothetin, 3-(Methylthio)propanoate, Dimethyl sulfone, Dimethyl sulfoxide, Methanesulfonic acid, Alkanesulfonate, S-Sulfanylglutathione, Polysulfide, 3-(Methylthio)propanoyl-CoA, 3-(Methylthio)acryloyl-CoA
