pathway	transcriptome_pval	transcriptome_padj	metabolome_pval	metabolome_padj	combined_pval	combined_padj
Biosynthesis of unsaturated fatty acids	0.0125644733591848	0.191478185151983	0.00858482578262565	0.112943310920479	0.000540444386961138	0.0151324428349119
Purine metabolism	0.695817490494297	0.859539252963543	0.0418353576248313	0.33468286099865	0.194672157489448	0.522125912408759
Pyrimidine metabolism	0.882096069868996	0.949949613705072	0.540856031128405	0.84726867335563	0.818809884404359	0.917067070532882
Alanine, aspartate and glutamate metabolism	0.0445105082335169	0.267702679120995	0.101813110181311	0.548293811451706	0.0178015634422482	0.161248237285796
Glycine, serine and threonine metabolism	0.0298267421149232	0.227767848877596	0.0811170212765957	0.548293811451706	0.0101710534057348	0.142394747680287
Cysteine and methionine metabolism	0.0136770132251417	0.191478185151983	0.119363395225464	0.572944297082228	0.00834933638530608	0.142394747680287
Valine, leucine and isoleucine degradation	0.616788321167883	0.856003544528135	0.469879518072289	0.84726867335563	0.562224951152463	0.816938882485521
Valine, leucine and isoleucine biosynthesis	0.00988735003830448	0.191478185151983	0.397435897435897	0.84726867335563	0.0334891005412683	0.20093460324761
Lysine degradation	0.668508287292818	0.859539252963543	0.320754716981132	0.796356538711776	0.491596572940081	0.764705780129014
Arginine biosynthesis	0.0270980769411618	0.227767848877596	0.269177126917713	0.692169754931261	0.03621120208982	0.202782731702992
Arginine and proline metabolism	0.217484008528785	0.608955223880597	0.426051560379919	0.84726867335563	0.247025047160111	0.554726529678346
Histidine metabolism	0.452865064695009	0.745895400674133	0.233618233618234	0.646942800788955	0.274988590182335	0.577476039382904
Tyrosine metabolism	0.519480519480519	0.793388429752066	0.366096866096866	0.84726867335563	0.417834631407716	0.701962180764962
Phenylalanine metabolism	0.802559414990859	0.911013389989624	0.172942817294282	0.606060606060606	0.474121566046533	0.757763152466116
Tryptophan metabolism	0.359925788497217	0.703881700554529	0.888726207906296	0.927366477815265	0.728706992244721	0.87832757398289
Phenylalanine, tyrosine and tryptophan biosynthesis	0.0711297071129707	0.317918391484329	0.852664576802508	0.919558539082945	0.383374309076167	0.664785842523724
beta-Alanine metabolism	0.619565217391304	0.856003544528135	0.541310541310541	0.84726867335563	0.613538117903396	0.819174869050924
Taurine and hypotaurine metabolism	0.736017897091723	0.860448300795372	0.00789956944921321	0.112943310920479	0.103771307366669	0.348671592752006
Phosphonate and phosphinate metabolism	0.256830601092896	0.653750620963736	0.383419689119171	0.84726867335563	0.250947715806871	0.554726529678346
Selenocompound metabolism	0.0607375271149675	0.317918391484329	NA	NA	0.0607375271149675	0.284337034649035
D-Amino acid metabolism	0.691144708423326	0.859539252963543	0.606815203145478	0.873813892529489	0.706972254823114	0.87832757398289
Glutathione metabolism	0.444444444444444	0.745895400674133	0.645746164574616	0.881278538812785	0.565752166759952	0.816938882485521
N-Glycan biosynthesis	0.134078212290503	0.472273567467652	0.746615087040619	0.910737958462218	0.376927213900959	0.664785842523724
Various types of N-glycan biosynthesis	0.877323420074349	0.949949613705072	NA	NA	0.877323420074349	0.944809837003146
Mucin type O-glycan biosynthesis	0.198905109489051	0.596715328467153	NA	NA	0.198905109489051	0.522125912408759
Mannose type O-glycan biosynthesis	0.377079482439926	0.703881700554529	0.717791411042945	0.906683887633193	0.573802310317211	0.816938882485521
Other types of O-glycan biosynthesis	0.37568058076225	0.703881700554529	NA	NA	0.37568058076225	0.664785842523724
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	0.996402877697842	0.996402877697842	0.427466150870406	0.84726867335563	0.961738190437512	0.974756972221597
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	0.846580406654344	0.935694133670591	0.660958904109589	0.881278538812785	0.845205079514499	0.922041904924908
Glycosaminoglycan biosynthesis - keratan sulfate	0.387791741472172	0.705090223538917	NA	NA	0.387791741472172	0.664785842523724
Glycosaminoglycan degradation	0.333941605839416	0.703881700554529	NA	NA	0.333941605839416	0.652351043965371
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0.980561555075594	0.996402877697842	0.646034816247582	0.881278538812785	0.957774879929102	0.974756972221597
Glycosphingolipid biosynthesis - lacto and neolacto series	0.0414187453348998	0.267702679120995	NA	NA	0.0414187453348998	0.217448413008224
Glycosphingolipid biosynthesis - globo and isoglobo series	0.0719101123595506	0.317918391484329	NA	NA	0.0719101123595506	0.287819673475958
Glycosphingolipid biosynthesis - ganglio series	0.0774774774774775	0.325405405405405	NA	NA	0.0774774774774775	0.295823095823096
Other glycan degradation	0.987132352941177	0.996402877697842	NA	NA	0.987132352941177	0.987132352941177
Thiamine metabolism	0.344144144144144	0.703881700554529	0.864686468646865	0.919558539082945	0.689800973495815	0.87832757398289
Riboflavin metabolism	0.329690346083789	0.703881700554529	0.167808219178082	0.606060606060606	0.160472685993705	0.499248356424861
Vitamin B6 metabolism	0.644295302013423	0.859060402684564	0.98458904109589	0.98458904109589	0.963152722552292	0.974756972221597
Nicotinate and nicotinamide metabolism	0.394514767932489	0.705090223538917	0.0096755083678808	0.112943310920479	0.0326709875090591	0.20093460324761
Pantothenate and CoA biosynthesis	0.737527114967462	0.860448300795372	0.691228070175439	0.888721804511278	0.788902482936676	0.907778199543572
Biotin metabolism	0.596112311015119	0.856003544528135	0.736196319018405	0.910737958462218	0.731939644985741	0.87832757398289
Lipoic acid metabolism	0.55939524838013	0.839092872570194	0.868471953578337	0.919558539082945	0.815156311843407	0.917067070532882
Folate biosynthesis	0.621621621621622	0.856003544528135	0.0858585858585859	0.548293811451706	0.227415078652411	0.545796188765786
One carbon pool by folate	0.0633553697854034	0.317918391484329	NA	NA	0.0633553697854034	0.284337034649035
Retinol metabolism	0.503649635036496	0.793388429752066	0.176767676767677	0.606060606060606	0.257990816289582	0.555672527392945
Porphyrin metabolism	0.503432494279176	0.793388429752066	0.772277227722772	0.910737958462218	0.70327575613633	0.87832757398289
Ubiquinone and other terpenoid-quinone biosynthesis	0.846014492753623	0.935694133670591	0.014763244857771	0.132869203719939	0.206664556220656	0.526055234016216
Terpenoid backbone biosynthesis	0.0446171131868325	0.267702679120995	0.447194719471947	0.84726867335563	0.0975629925420863	0.341470473897302
Caffeine metabolism	0.165338645418327	0.555537848605578	0.136986301369863	0.591508052708638	0.0719549183689896	0.287819673475958
Neomycin, kanamycin and gentamicin biosynthesis	0.0711297071129707	0.317918391484329	0.570957095709571	0.856435643564357	0.181097584746379	0.522125912408759
Metabolism of xenobiotics by cytochrome P450	0.289377289377289	0.703881700554529	0.930194805194805	0.943296140479239	0.742792890718962	0.878797222822434
Drug metabolism - cytochrome P450	0.0240824589620264	0.227767848877596	0.833855799373041	0.919558539082945	0.238347208062813	0.554726529678346
Drug metabolism - other enzymes	0.215722120658135	0.608955223880597	NA	NA	0.215722120658135	0.532960533390687
